Time_hour,Lat,Long,Count,Avg_speed,Chennai_colleges,Chennai_hotels,Chennai_schools,Chennai_hospitals,Chennai_markets,Chennai_transport_stand,Chennai_religious_places,Chennai_tourist_places
6.0,12.654342,79.942116,17.0,51.0,0,0,0,0,0,0,0,0
6.0,12.530178,79.899642,16.0,44.0,0,0,0,0,0,0,0,0
6.0,12.937703,80.128431,16.0,53.0,0,0,0,1,0,3,0,1
6.0,12.696982,79.966942,16.0,54.0,0,0,0,0,0,0,0,0
6.0,12.922509,80.113527,16.0,50.0,1,0,0,6,0,4,0,0
6.0,12.608817,79.922088,16.0,57.0,0,0,0,0,0,0,0,0
6.0,12.763868,80.004497,16.0,55.0,0,0,0,0,0,0,0,0
6.0,12.668296,79.958761,16.0,55.0,0,0,0,0,0,0,0,0
6.0,12.546164,79.905481,15.0,56.0,0,0,0,0,0,0,0,0
6.0,12.944148,80.134638,15.0,56.0,0,0,1,2,0,1,1,0
6.0,12.552795,79.90742,15.0,56.0,0,0,0,0,0,0,0,0
6.0,12.516383,79.889,15.0,55.0,0,0,0,0,0,0,0,0
6.0,12.622224,79.927889,15.0,57.0,0,0,0,0,0,0,0,0
6.0,12.661947,79.961164,15.0,57.0,0,0,0,0,0,0,0,0
6.0,12.753059,80.000121,15.0,57.0,0,0,0,0,0,0,0,0
6.0,12.592931,79.919278,14.0,56.0,0,0,0,0,0,0,0,0
6.0,12.707987,79.976811,14.0,52.0,0,0,0,0,0,0,0,0
6.0,12.702891,79.971148,14.0,51.0,0,0,0,0,0,0,0,0
6.0,12.759478,80.003158,13.0,54.0,0,0,0,0,0,0,0,0
6.0,12.525494,79.897282,13.0,56.0,0,0,0,0,0,0,0,0
6.0,12.674032,79.95864,13.0,56.0,0,0,0,0,0,0,0,0
6.0,12.647526,79.940648,13.0,53.0,0,0,0,0,0,0,0,0
6.0,12.721284,79.981337,13.0,40.0,0,0,0,0,0,0,0,0
6.0,12.6031,79.920336,13.0,57.0,0,0,0,0,0,0,0,0
6.0,12.569817,79.915704,13.0,57.0,0,0,0,0,0,0,0,0
6.0,13.010352,80.215922,13.0,53.0,1,1,0,1,0,6,2,1
6.0,12.87899,80.080324,13.0,25.0,0,0,0,0,0,2,0,1
6.0,12.97936,80.161887,12.0,56.0,0,0,0,0,0,0,0,4
6.0,12.612904,79.924432,12.0,57.0,0,0,0,0,0,0,0,0
6.0,12.584493,79.919423,12.0,56.0,0,0,0,0,0,0,0,0
6.0,12.687384,79.959788,12.0,54.0,0,0,0,0,0,0,0,0
6.0,12.471921,79.854645,12.0,57.0,0,0,0,0,0,0,0,0
6.0,12.44604,79.838252,12.0,55.0,0,0,0,0,0,0,0,0
6.0,12.467116,79.850853,11.0,57.0,0,0,0,0,0,0,0,0
6.0,12.993101,80.087952,11.0,56.0,0,0,0,0,0,1,0,0
6.0,13.010074,80.092115,11.0,56.0,0,0,0,0,0,0,0,0
6.0,12.922612,80.077164,11.0,57.0,0,0,0,0,0,0,0,1
6.0,12.886383,80.077569,11.0,55.0,0,0,0,0,0,1,0,1
6.0,13.040047,80.086552,11.0,57.0,0,0,0,0,0,0,0,0
6.0,12.746809,79.995388,11.0,57.0,0,0,0,0,0,0,0,0
6.0,12.967426,80.149114,11.0,51.0,0,1,0,1,0,1,0,0
6.0,12.915578,80.102853,11.0,54.0,0,0,0,0,0,0,0,0
6.0,12.874532,80.078458,11.0,34.0,0,0,0,0,0,2,0,1
6.0,12.558008,79.910184,11.0,55.0,0,0,0,0,0,0,0,0
6.0,12.657324,79.946719,11.0,41.0,0,0,0,0,0,0,0,0
6.0,12.657534,79.958013,10.0,58.0,0,0,0,0,0,0,0,0
6.0,12.998911,80.0878,10.0,56.0,0,0,0,0,0,1,0,0
6.0,12.520832,79.894423,10.0,56.0,0,0,0,0,0,0,0,0
6.0,12.97562,80.15645,10.0,57.0,0,0,0,0,0,1,0,3
6.0,12.896067,80.088417,10.0,55.0,0,0,0,0,0,0,0,1
6.0,12.475581,79.857791,10.0,56.0,0,0,0,0,0,0,0,0
6.0,12.901075,80.092166,10.0,55.0,0,0,0,0,0,1,0,1
6.0,12.563267,79.913238,10.0,57.0,0,0,0,0,0,0,0,0
6.0,12.830064,80.04529,10.0,55.0,0,0,0,0,0,0,0,0
6.0,12.849229,80.064394,10.0,55.0,0,0,0,0,0,0,0,0
6.0,12.769727,80.00714,10.0,50.0,0,0,0,0,0,0,0,0
6.0,12.86711,80.075508,9.0,56.0,0,0,0,0,0,1,0,0
6.0,12.841731,80.057609,9.0,56.0,0,0,0,0,0,0,0,0
6.0,12.820537,80.037237,9.0,58.0,0,0,0,0,0,0,0,0
6.0,12.679958,79.958578,9.0,57.0,0,0,0,0,0,0,0,0
6.0,12.71232,79.979547,9.0,50.0,0,0,0,0,0,0,0,0
6.0,12.627447,79.930099,9.0,57.0,0,0,0,0,0,0,0,0
6.0,12.441794,79.836604,9.0,42.0,0,0,0,0,0,0,0,0
6.0,12.460667,79.846349,9.0,56.0,0,0,0,0,0,0,0,0
6.0,12.488916,79.866009,9.0,53.0,0,0,0,0,0,0,0,0
6.0,12.451871,79.840603,8.0,56.0,0,0,0,0,0,0,0,0
6.0,13.014758,80.09402,8.0,54.0,0,0,0,0,0,0,0,0
6.0,12.949703,80.08716,8.0,56.0,0,0,0,0,0,0,0,0
6.0,12.577937,79.917525,8.0,49.0,0,0,0,0,0,0,0,0
6.0,12.781964,80.012667,7.0,57.0,0,0,0,0,0,0,0,0
6.0,12.910024,80.100069,7.0,51.0,0,0,0,0,0,1,0,0
6.0,12.914987,80.074885,7.0,57.0,0,0,0,0,0,0,0,1
6.0,12.944819,80.085351,7.0,57.0,0,0,0,0,0,0,0,0
6.0,12.956323,80.089659,7.0,56.0,0,0,0,0,0,0,0,0
6.0,13.034856,80.088235,7.0,56.0,0,0,0,0,0,0,0,0
6.0,12.955668,80.153649,7.0,54.0,0,0,0,1,0,0,0,0
6.0,12.94884,80.189848,7.0,51.0,0,0,0,1,0,0,1,0
6.0,12.787182,80.015366,6.0,56.0,0,0,0,0,0,0,0,0
6.0,12.94858,80.19675,6.0,50.0,0,0,0,1,0,0,1,0
6.0,13.013622,80.222838,6.0,57.0,2,1,2,2,1,2,4,0
6.0,12.86268,80.073787,6.0,56.0,0,0,0,0,0,0,0,0
6.0,12.512551,79.883797,6.0,54.0,0,0,0,0,0,0,0,0
6.0,12.631942,79.932055,6.0,55.0,0,0,0,0,0,0,0,0
6.0,12.992264,80.182428,6.0,49.0,0,1,0,1,0,1,0,1
6.0,12.957073,80.14356,6.0,53.0,0,1,0,1,0,1,0,0
6.0,12.853861,80.067682,6.0,57.0,0,0,0,0,0,0,0,0
6.0,12.741998,79.991535,6.0,56.0,0,0,0,0,0,0,0,0
6.0,12.814768,80.033094,5.0,53.0,0,0,0,0,0,0,0,0
6.0,12.954641,80.15832,5.0,55.0,0,0,0,1,0,0,0,0
6.0,12.981354,80.166459,5.0,54.0,0,0,0,0,0,0,0,1
6.0,12.494551,79.870703,5.0,53.0,0,0,0,0,0,0,0,0
6.0,13.004104,80.089876,5.0,56.0,0,0,0,0,0,0,0,0
6.0,12.899842,80.070473,5.0,56.0,0,0,0,0,0,0,0,0
6.0,12.949364,80.184196,5.0,51.0,0,0,0,1,0,0,1,0
6.0,12.939609,80.083414,5.0,56.0,0,0,0,0,0,0,0,0
6.0,12.98601,80.089269,4.0,57.0,0,0,0,0,0,0,0,0
6.0,12.888479,80.072623,4.0,56.0,0,0,0,0,0,0,0,0
6.0,12.930219,80.080035,4.0,49.0,0,0,0,0,0,0,0,0
6.0,12.979358,80.089608,4.0,58.0,0,0,0,0,0,0,0,0
6.0,13.056707,80.09813,4.0,48.0,0,0,0,0,0,1,0,0
6.0,12.933396,80.12449,4.0,46.0,0,0,0,1,0,4,0,0
6.0,13.027979,80.090813,4.0,55.0,0,0,0,0,0,0,0,0
6.0,12.643251,79.93833,4.0,55.0,0,0,0,0,0,0,0,0
6.0,12.985295,80.172953,4.0,58.0,0,0,0,0,0,0,0,1
6.0,12.953107,80.165714,4.0,36.0,0,1,0,0,0,1,0,0
6.0,12.797784,80.022085,4.0,53.0,0,0,0,0,0,0,0,0
6.0,12.793592,80.019323,3.0,57.0,0,0,0,0,0,0,0,0
6.0,13.024305,80.228471,3.0,55.0,2,0,1,0,1,3,7,1
6.0,12.655781,79.95326,3.0,58.0,0,0,0,0,0,0,0,0
6.0,12.481961,79.86106,3.0,55.0,0,0,0,0,0,0,0,0
6.0,13.022643,80.092824,3.0,57.0,0,0,0,0,0,0,0,0
6.0,12.972449,80.089776,3.0,58.0,0,0,0,0,0,0,0,0
6.0,13.04694,80.08428,3.0,55.0,0,0,0,0,0,0,0,0
6.0,12.958953,80.150107,3.0,51.0,0,1,0,2,0,0,0,0
6.0,13.059481,80.254169,2.0,54.0,8,12,5,8,1,7,1,2
6.0,12.810825,80.030482,2.0,56.0,0,0,0,0,0,0,0,0
6.0,12.905945,80.071957,2.0,51.0,0,0,0,0,0,0,0,0
7.0,12.515876,79.887518,84.0,53.0,0,0,0,0,0,0,0,0
7.0,12.518274,79.89167,68.0,52.0,0,0,0,0,0,0,0,0
7.0,13.009109,80.21215,46.0,50.0,0,0,0,2,0,6,2,1
7.0,13.009117,80.228579,44.0,52.0,4,1,1,2,0,0,1,0
7.0,12.982652,80.168826,39.0,54.0,0,0,0,0,0,0,0,2
7.0,13.000474,80.194784,38.0,48.0,1,1,0,0,2,0,2,1
7.0,13.007778,80.207448,38.0,50.0,0,0,0,2,1,6,2,1
7.0,12.708114,79.976768,37.0,55.0,0,0,0,0,0,0,0,0
7.0,13.00175,80.199368,36.0,47.0,1,0,0,4,2,0,3,1
7.0,12.733732,79.983978,35.0,55.0,0,0,0,0,0,0,0,0
7.0,12.737471,79.987833,34.0,57.0,0,0,0,0,0,0,0,0
7.0,12.655271,79.940078,34.0,57.0,0,0,0,0,0,0,0,0
7.0,13.011546,80.223023,34.0,50.0,2,1,2,2,0,0,2,0
7.0,12.511645,79.883304,33.0,52.0,0,0,0,0,0,0,0,0
7.0,12.70475,79.973369,33.0,56.0,0,0,0,0,0,0,0,0
7.0,12.521758,79.895131,32.0,52.0,0,0,0,0,0,0,0,0
7.0,12.714623,79.980225,32.0,55.0,0,0,0,0,0,0,0,0
7.0,12.72827,79.982613,32.0,44.0,0,0,0,0,0,0,0,0
7.0,12.980247,80.164296,29.0,52.0,0,0,0,0,0,0,0,2
7.0,12.648056,79.940563,28.0,56.0,0,0,0,0,0,0,0,0
7.0,12.997237,80.190691,28.0,50.0,0,2,0,0,0,1,2,0
7.0,12.656079,79.952228,27.0,51.0,0,0,0,0,0,0,0,0
7.0,12.747615,79.995853,27.0,53.0,0,0,0,0,0,0,0,0
7.0,12.533717,79.901075,27.0,47.0,0,0,0,0,0,0,0,0
7.0,13.01077,80.216938,26.0,48.0,2,1,0,1,0,6,2,1
7.0,12.752602,79.999575,26.0,55.0,0,0,0,0,0,0,0,0
7.0,12.526055,79.89738,26.0,54.0,0,0,0,0,0,0,0,0
7.0,12.547708,79.905613,25.0,43.0,0,0,0,0,0,0,0,0
7.0,12.66043,79.965356,25.0,48.0,0,0,0,0,0,0,0,0
7.0,12.666115,79.970296,24.0,51.0,0,0,0,0,0,0,0,0
7.0,12.615076,79.925535,24.0,57.0,0,0,0,0,0,0,0,0
7.0,13.023468,80.227664,24.0,52.0,2,0,1,0,1,4,7,2
7.0,13.00798,80.234394,24.0,52.0,2,0,1,1,0,0,0,3
7.0,12.65829,79.944244,23.0,55.0,0,0,0,0,0,0,0,0
7.0,12.641612,79.937207,22.0,56.0,0,0,0,0,0,0,0,0
7.0,12.635364,79.933385,22.0,55.0,0,0,0,0,0,0,0,0
7.0,12.977933,80.160051,21.0,52.0,0,0,0,0,0,0,0,3
7.0,12.576887,79.917167,20.0,56.0,0,0,0,0,0,0,0,0
7.0,12.606038,79.920784,20.0,53.0,0,0,0,0,0,0,0,0
7.0,12.539922,79.904162,20.0,42.0,0,0,0,0,0,0,0,0
7.0,13.044336,80.247975,20.0,46.0,6,15,4,3,0,8,8,3
7.0,12.985944,80.174062,19.0,50.0,0,0,0,0,0,0,0,1
7.0,12.600984,79.919977,19.0,54.0,0,0,0,0,0,0,0,0
7.0,13.019795,80.224672,18.0,52.0,3,1,2,2,1,3,7,2
7.0,13.006067,80.203075,18.0,47.0,1,0,0,3,2,3,1,2
7.0,13.015078,80.225963,17.0,52.0,2,1,2,2,1,3,4,0
7.0,12.65862,79.960802,17.0,50.0,0,0,0,0,0,0,0,0
7.0,12.70147,79.969269,17.0,37.0,0,0,0,0,0,0,0,0
7.0,12.563206,79.91303,16.0,57.0,0,0,0,0,0,0,0,0
7.0,12.622024,79.927623,16.0,57.0,0,0,0,0,0,0,0,0
7.0,12.594733,79.919257,16.0,55.0,0,0,0,0,0,0,0,0
7.0,12.557888,79.909927,16.0,58.0,0,0,0,0,0,0,0,0
7.0,12.552073,79.906929,16.0,58.0,0,0,0,0,0,0,0,0
7.0,12.743672,79.992584,16.0,50.0,0,0,0,0,0,0,0,0
7.0,12.669085,79.974,15.0,53.0,0,0,0,0,0,0,0,0
7.0,12.721577,79.981253,14.0,37.0,0,0,0,0,0,0,0,0
7.0,13.050428,80.249972,14.0,46.0,8,9,7,5,0,10,9,2
7.0,13.03741,80.246568,13.0,45.0,6,14,4,8,0,7,2,2
7.0,12.588822,79.919274,13.0,54.0,0,0,0,0,0,0,0,0
7.0,13.032252,80.242223,12.0,38.0,8,7,1,7,0,4,3,3
7.0,12.99129,80.181223,12.0,48.0,0,0,0,1,0,1,0,1
7.0,12.581599,79.918806,12.0,56.0,0,0,0,0,0,0,0,0
7.0,12.506471,79.880555,12.0,55.0,0,0,0,0,0,0,0,0
7.0,13.064593,80.265957,12.0,48.0,3,22,8,6,4,5,9,1
7.0,12.994215,80.186056,12.0,50.0,0,2,0,1,0,1,0,0
7.0,12.569897,79.915546,11.0,54.0,0,0,0,0,0,0,0,0
7.0,12.630245,79.931108,11.0,55.0,0,0,0,0,0,0,0,0
7.0,12.766279,80.005306,10.0,50.0,0,0,0,0,0,0,0,0
7.0,13.026604,80.23312,9.0,50.0,9,0,0,0,0,4,3,0
7.0,12.502285,79.876979,9.0,53.0,0,0,0,0,0,0,0,0
7.0,12.757669,80.002426,9.0,51.0,0,0,0,0,0,0,0,0
7.0,12.495527,79.87157,8.0,56.0,0,0,0,0,0,0,0,0
7.0,12.974228,80.154377,7.0,53.0,0,0,0,0,0,1,0,3
7.0,12.917413,80.190745,5.0,38.0,0,0,1,1,0,0,0,0
7.0,13.06374,80.250854,5.0,0.0,7,14,6,8,1,8,1,3
7.0,13.060444,80.260788,5.0,40.0,6,17,4,8,2,6,3,2
7.0,12.491785,79.868229,5.0,57.0,0,0,0,0,0,0,0,0
7.0,12.949533,80.18303,5.0,49.0,0,0,0,1,0,1,0,0
7.0,13.006485,80.253924,4.0,42.0,1,1,6,3,0,1,0,2
7.0,12.962853,80.146784,4.0,53.0,0,1,0,1,0,1,0,0
7.0,12.955094,80.156162,4.0,53.0,0,0,0,1,0,0,0,0
7.0,12.948549,80.197496,4.0,53.0,0,0,0,0,0,0,1,0
7.0,12.955558,80.142726,3.0,29.0,0,1,0,1,0,1,0,0
7.0,13.055608,80.255312,3.0,56.0,9,7,9,7,1,6,3,3
7.0,12.919628,80.196326,3.0,47.0,0,0,2,1,0,1,0,0
7.0,12.697172,79.972959,2.0,20.0,0,0,0,0,0,0,0,0
7.0,12.956728,80.213149,2.0,50.0,0,0,0,1,0,1,0,0
7.0,12.971166,80.219105,2.0,46.0,0,0,1,2,0,3,3,0
7.0,13.016495,80.259881,2.0,50.0,2,0,3,1,0,0,5,3
7.0,13.066234,80.244649,2.0,50.0,1,7,5,4,1,3,6,1
7.0,12.958008,80.150859,2.0,52.0,0,1,0,2,0,0,0,0
7.0,12.951043,80.175689,2.0,48.0,0,1,0,0,0,1,0,0
8.0,12.922423,80.113598,99.0,50.0,1,0,0,6,0,4,0,0
8.0,12.892537,80.085919,69.0,51.0,0,0,0,0,0,0,0,0
8.0,12.919175,80.110024,66.0,50.0,0,0,0,4,0,0,0,0
8.0,12.925715,80.116892,59.0,45.0,1,0,0,6,0,4,0,0
8.0,12.825234,80.040312,46.0,55.0,0,0,0,0,0,0,0,0
8.0,12.888385,80.08396,44.0,53.0,0,0,0,0,0,1,0,0
8.0,12.980818,80.165646,42.0,51.0,0,0,0,0,0,0,0,1
8.0,12.896266,80.088685,40.0,51.0,0,0,0,0,0,0,0,1
8.0,12.854206,80.067676,39.0,53.0,0,0,0,0,0,0,0,0
8.0,12.829,80.043877,37.0,54.0,0,0,0,0,0,0,0,0
8.0,12.803785,80.025752,36.0,57.0,0,0,0,0,0,0,0,0
8.0,12.872982,80.077592,35.0,54.0,0,0,0,0,0,2,0,1
8.0,12.945086,80.135457,35.0,49.0,0,0,1,2,0,2,1,0
8.0,12.821506,80.037666,34.0,54.0,0,0,0,0,0,0,0,0
8.0,12.916206,80.105735,34.0,48.0,0,0,0,0,0,0,0,0
8.0,12.814182,80.032483,33.0,57.0,0,0,0,0,0,0,0,0
8.0,12.983616,80.170375,33.0,53.0,0,0,0,0,0,0,0,2
8.0,12.93296,80.124188,33.0,49.0,0,0,0,1,0,4,0,0
8.0,12.809436,80.029449,31.0,55.0,0,0,0,0,0,0,0,0
8.0,12.79887,80.022533,30.0,55.0,0,0,0,0,0,0,0,0
8.0,12.978171,80.160392,30.0,50.0,0,0,0,0,0,0,0,3
8.0,12.834652,80.04988,28.0,55.0,0,0,0,0,0,0,0,0
8.0,12.961081,80.14585,28.0,52.0,0,1,0,1,0,0,0,0
8.0,12.868358,80.075799,27.0,51.0,0,0,0,0,0,1,0,0
8.0,12.849744,80.064453,26.0,50.0,0,0,0,0,0,0,0,0
8.0,12.765622,80.005024,25.0,52.0,0,0,0,0,0,0,0,0
8.0,12.793861,80.019282,24.0,54.0,0,0,0,0,0,0,0,0
8.0,12.837829,80.053159,24.0,56.0,0,0,0,0,0,0,0,0
8.0,12.858472,80.070957,23.0,54.0,0,0,0,0,0,0,0,0
8.0,12.949029,80.138514,23.0,43.0,0,1,1,2,0,2,1,0
8.0,12.94106,80.131693,21.0,51.0,0,0,1,2,0,4,0,1
8.0,12.929705,80.120958,18.0,39.0,1,0,0,3,0,4,0,0
8.0,12.975535,80.156366,17.0,55.0,0,0,0,0,0,1,0,3
8.0,12.779,80.011226,16.0,57.0,0,0,0,0,0,0,0,0
8.0,12.966012,80.148506,15.0,50.0,0,1,0,1,0,1,0,0
8.0,12.771924,80.008047,15.0,56.0,0,0,0,0,0,0,0,0
8.0,12.784526,80.013659,15.0,57.0,0,0,0,0,0,0,0,0
8.0,12.913738,80.101773,13.0,51.0,0,0,0,0,0,0,0,0
8.0,12.992198,80.182455,13.0,44.0,0,1,0,1,0,1,0,1
8.0,12.862735,80.073635,13.0,49.0,0,0,0,0,0,0,0,0
8.0,12.886267,80.07911,12.0,57.0,0,0,0,0,0,1,0,1
8.0,12.90171,80.09282,11.0,49.0,0,0,0,0,0,1,0,1
8.0,12.845892,80.061451,11.0,48.0,0,0,0,0,0,0,0,0
8.0,12.752546,79.999583,11.0,54.0,0,0,0,0,0,0,0,0
8.0,12.878763,80.08136,10.0,53.0,0,0,0,0,0,2,0,1
8.0,12.758372,80.002638,9.0,47.0,0,0,0,0,0,0,0,0
8.0,12.998378,80.192163,8.0,42.0,1,1,0,0,1,1,2,1
8.0,12.955655,80.142948,8.0,50.0,0,1,0,1,0,1,0,0
8.0,13.06381,80.250816,7.0,1.0,7,14,6,8,1,7,1,3
8.0,12.986833,80.175328,7.0,46.0,0,0,0,0,0,0,0,1
8.0,12.748661,79.996718,6.0,58.0,0,0,0,0,0,0,0,0
8.0,12.841809,80.057302,5.0,52.0,0,0,0,0,0,0,0,0
8.0,12.904005,80.071705,5.0,55.0,0,0,0,0,0,0,0,0
8.0,12.918373,80.176684,4.0,47.0,0,0,0,0,0,1,0,1
8.0,12.889438,80.072084,4.0,58.0,0,0,0,0,0,0,0,0
8.0,12.920877,80.183887,3.0,14.0,0,0,1,1,0,0,0,0
8.0,12.907141,80.09697,3.0,32.0,0,0,0,0,0,1,0,1
8.0,12.951457,80.114937,2.0,58.0,0,0,0,0,0,0,0,0
8.0,12.924034,80.100512,2.0,58.0,0,0,0,0,0,0,0,0
8.0,12.733098,79.983335,2.0,58.0,0,0,0,0,0,0,0,0
8.0,12.910966,80.074026,2.0,48.0,0,0,0,0,0,0,0,1
8.0,12.744725,79.993418,2.0,51.0,0,0,0,0,0,0,0,0
9.0,12.92985,80.079781,3.0,4.0,0,0,0,0,0,0,0,0
9.0,12.874238,80.090879,2.0,56.0,0,0,0,0,0,0,0,0
9.0,12.863313,80.1255,2.0,56.0,0,0,0,0,0,0,0,0
9.0,12.592943,79.919242,2.0,56.0,0,0,0,0,0,0,0,0
9.0,12.903499,80.093984,2.0,52.0,0,0,0,0,0,1,0,1
10.0,12.882415,80.081176,6.0,52.0,0,0,0,0,0,1,0,1
10.0,12.902295,80.070948,3.0,57.0,0,0,0,0,0,0,0,0
10.0,12.873216,80.093384,3.0,54.0,0,0,0,0,0,0,0,0
10.0,12.516638,79.889607,2.0,58.0,0,0,0,0,0,0,0,0
10.0,12.50718,79.88101,2.0,56.0,0,0,0,0,0,0,0,0
10.0,12.342393,79.780994,2.0,52.0,0,0,0,0,0,0,0,0
11.0,12.883423,80.081633,3.0,50.0,0,0,0,0,0,1,0,1
11.0,12.903626,80.071327,2.0,54.0,0,0,0,0,0,0,0,0
11.0,12.91892,80.076137,2.0,54.0,0,0,0,0,0,0,0,1
11.0,12.947817,80.086464,2.0,58.0,0,0,0,0,0,0,0,0
12.0,13.048769,80.085685,6.0,31.0,0,0,0,0,0,0,0,0
12.0,12.998192,80.087929,4.0,54.0,0,0,0,0,0,1,0,0
12.0,12.981286,80.089876,3.0,57.0,0,0,0,0,0,0,0,0
12.0,12.944002,80.084999,3.0,55.0,0,0,0,0,0,0,0,0
12.0,13.063462,80.075991,2.0,40.0,0,0,0,0,0,0,0,0
12.0,12.972518,80.090064,2.0,58.0,0,0,0,0,0,0,0,0
12.0,12.911922,80.074244,2.0,58.0,0,0,0,0,0,0,0,1
12.0,12.900477,80.07097,2.0,58.0,0,0,0,0,0,0,0,0
12.0,12.887564,80.07493,2.0,58.0,0,0,0,0,0,1,0,0
12.0,12.952131,80.088061,2.0,56.0,0,0,0,0,0,0,0,0
12.0,12.891509,80.085256,2.0,54.0,0,0,0,0,0,0,0,0
13.0,12.897365,80.07067,3.0,50.0,0,0,0,0,0,0,0,0
14.0,12.869778,80.22655,3.0,39.0,2,2,0,0,0,0,0,0
15.0,12.873386,80.092781,3.0,56.0,0,0,0,0,0,0,0,0
15.0,12.956322,80.090282,2.0,35.0,0,0,0,0,0,0,0,0
15.0,12.577131,79.917199,2.0,58.0,0,0,0,0,0,0,0,0
15.0,12.794327,80.209139,2.0,53.0,0,0,0,0,0,0,0,0
16.0,12.88851,80.08382,79.0,53.0,0,0,0,0,0,1,0,0
16.0,12.892636,80.085814,58.0,55.0,0,0,0,0,0,0,0,0
16.0,12.920523,80.111528,50.0,52.0,1,0,0,5,0,2,0,0
16.0,12.917394,80.107712,47.0,52.0,0,0,0,2,0,0,0,0
16.0,12.945853,80.135934,43.0,49.0,0,0,1,2,0,2,1,0
16.0,12.874323,80.07846,41.0,54.0,0,0,0,0,0,2,0,1
16.0,12.884311,80.081823,40.0,47.0,0,0,0,0,0,1,0,1
16.0,12.969062,80.149884,38.0,53.0,0,1,0,1,0,1,0,0
16.0,12.830335,80.045597,38.0,54.0,0,0,0,0,0,0,0,0
16.0,12.826672,80.041611,38.0,56.0,0,0,0,0,0,0,0,0
16.0,12.835336,80.05075,37.0,55.0,0,0,0,0,0,0,0,0
16.0,12.878899,80.080271,35.0,43.0,0,0,0,0,0,2,0,1
16.0,12.915503,80.102763,35.0,51.0,0,0,0,0,0,0,0,0
16.0,12.941484,80.131926,35.0,49.0,0,0,1,2,0,4,0,1
16.0,12.839102,80.05471,32.0,51.0,0,0,0,0,0,0,0,0
16.0,12.977035,80.158556,31.0,53.0,0,0,0,0,0,0,0,3
16.0,12.769164,80.006918,30.0,54.0,0,0,0,0,0,0,0,0
16.0,12.973541,80.153303,30.0,56.0,0,0,0,0,0,1,0,3
16.0,12.757106,80.002442,30.0,43.0,0,0,0,0,0,0,0,0
16.0,12.938052,80.128726,29.0,47.0,0,0,1,1,0,3,0,1
16.0,12.964655,80.147674,28.0,48.0,0,1,0,1,0,1,0,0
16.0,12.855349,80.068764,27.0,54.0,0,0,0,0,0,0,0,0
16.0,12.781678,80.012498,26.0,57.0,0,0,0,0,0,0,0,0
16.0,12.822587,80.038715,26.0,53.0,0,0,0,0,0,0,0,0
16.0,12.904421,80.094657,24.0,50.0,0,0,0,0,0,1,0,1
16.0,12.813851,80.032474,24.0,51.0,0,0,0,0,0,0,0,0
16.0,12.869728,80.076522,22.0,51.0,0,0,0,0,0,1,0,0
16.0,12.752537,79.999731,20.0,55.0,0,0,0,0,0,0,0,0
16.0,12.950731,80.13968,20.0,48.0,0,1,1,1,0,2,1,0
16.0,12.980046,80.163139,20.0,55.0,0,0,0,0,0,0,0,2
16.0,12.817785,80.035219,20.0,47.0,0,0,0,0,0,0,0,0
16.0,12.803597,80.025862,20.0,53.0,0,0,0,0,0,0,0,0
16.0,12.7765,80.010292,19.0,57.0,0,0,0,0,0,0,0,0
16.0,12.85164,80.066077,18.0,56.0,0,0,0,0,0,0,0,0
