Weekday,Lat,Long,Count,Avg_speed,Chennai_colleges,Chennai_hotels,Chennai_schools,Chennai_hospitals,Chennai_markets,Chennai_transport_stand,Chennai_religious_places,Chennai_tourist_places
Monday,12.892278,80.085732,30,51,0,0,0,0,0,0,0,0
Monday,12.97497,80.155604,29,44,0,0,0,0,0,1,0,3
Monday,12.967858,80.149305,29,38,0,1,0,1,0,1,0,0
Monday,13.031233,80.239872,27,36,8,5,1,6,0,2,3,2
Monday,13.010165,80.227896,27,39,4,1,1,2,0,0,1,0
Monday,12.887753,80.083696,27,48,0,0,0,0,0,1,0,1
Monday,12.923066,80.114135,26,42,1,0,0,6,0,4,0,0
Monday,12.919111,80.10985,26,38,0,0,0,4,0,0,0,0
Monday,13.021782,80.226015,25,33,2,0,1,2,1,4,7,2
Monday,12.862768,80.073593,22,38,0,0,0,0,0,0,0,0
Monday,12.845935,80.061642,22,36,0,0,0,0,0,0,0,0
Monday,12.87828,80.079948,20,28,0,0,0,0,0,2,0,1
Monday,12.868399,80.075827,20,44,0,0,0,0,0,1,0,0
Monday,13.033916,80.244306,20,34,7,10,2,8,0,6,2,2
Monday,13.045256,80.247964,19,32,5,15,4,3,0,8,9,2
Monday,12.977934,80.159822,19,47,0,0,0,0,0,0,0,3
Monday,12.851114,80.065671,18,43,0,0,0,0,0,0,0,0
Monday,13.051669,80.250389,18,39,10,12,7,8,0,8,7,2
Monday,12.857283,80.0703,18,44,0,0,0,0,0,0,0,0
Monday,12.656549,79.950385,18,44,0,0,0,0,0,0,0,0
Monday,13.067345,80.270545,17,26,2,19,11,6,3,5,8,4
Monday,12.982335,80.168058,17,52,0,0,0,0,0,0,0,2
Monday,12.761401,80.003538,15,34,0,0,0,0,0,0,0,0
Monday,13.065645,80.247829,15,31,4,10,6,7,2,4,4,2
Monday,13.039314,80.246889,14,33,5,14,3,6,0,7,4,2
Monday,13.055747,80.255666,14,31,9,7,10,7,2,7,3,3
Monday,13.007064,80.238784,13,28,3,0,1,0,0,0,1,6
Monday,12.886378,80.07877,13,45,0,0,0,0,0,1,0,1
Monday,12.726888,79.982616,13,27,0,0,0,0,0,0,0,0
Monday,12.8411,80.056518,13,40,0,0,0,0,0,0,0,0
Monday,12.766122,80.005273,13,37,0,0,0,0,0,0,0,0
Monday,13.006456,80.255572,13,24,1,1,6,3,0,1,0,2
Monday,12.825688,80.040862,12,53,0,0,0,0,0,0,0,0
Monday,13.067515,80.255074,11,23,5,12,8,8,2,2,4,3
Monday,12.720028,79.981218,11,21,0,0,0,0,0,0,0,0
Monday,13.018945,80.262752,10,24,2,0,2,1,0,2,5,1
Monday,13.008304,80.232804,10,35,3,1,1,1,0,0,0,3
Monday,12.829822,80.044699,10,50,0,0,0,0,0,0,0,0
Monday,13.054135,80.261461,10,25,5,11,8,4,2,5,5,2
Monday,12.657724,79.945376,10,38,0,0,0,0,0,0,0,0
Monday,12.68296,79.982962,10,20,0,0,0,0,0,0,0,0
Monday,12.697315,79.972203,10,31,0,0,0,0,0,0,0,0
Monday,13.071961,80.259497,9,26,3,26,8,5,1,5,10,6
Monday,12.819491,80.036511,9,46,0,0,0,0,0,0,0,0
Monday,12.657,79.956174,9,56,0,0,0,0,0,0,0,0
Monday,12.922409,80.138977,8,22,0,0,0,1,0,0,0,0
Monday,12.700375,79.968595,8,38,0,0,0,0,0,0,0,0
Monday,12.688698,79.982613,8,24,0,0,0,0,0,0,0,0
Monday,12.733121,79.983348,8,48,0,0,0,0,0,0,0,0
Monday,13.012766,80.259266,8,37,2,1,5,1,0,0,3,3
Monday,12.694815,79.978195,8,26,0,0,0,0,0,0,0,0
Monday,12.833985,80.049209,8,44,0,0,0,0,0,0,0,0
Monday,12.923094,80.123052,7,31,1,0,0,4,0,4,0,0
Monday,13.006669,80.243609,7,22,4,0,2,1,0,0,1,6
Monday,12.802313,80.024866,7,58,0,0,0,0,0,0,0,0
Monday,12.792667,80.018475,6,37,0,0,0,0,0,0,0,0
Monday,12.948655,80.206225,6,33,0,0,0,1,0,0,0,0
Monday,12.968753,80.21804,6,43,0,0,0,1,0,3,3,0
Monday,12.77039,80.007491,6,51,0,0,0,0,0,0,0,0
Monday,12.540369,79.904412,6,50,0,0,0,0,0,0,0,0
Monday,13.00678,80.248284,6,17,3,0,3,1,0,0,1,5
Monday,12.708004,79.976689,6,49,0,0,0,0,0,0,0,0
Monday,12.642468,79.937736,6,51,0,0,0,0,0,0,0,0
Monday,12.510457,79.884977,6,38,0,0,0,0,0,0,0,0
Monday,12.774946,80.00944,6,53,0,0,0,0,0,0,0,0
Monday,12.646733,79.940202,6,55,0,0,0,0,0,0,0,0
Monday,13.023607,80.26425,6,26,2,1,5,2,0,2,10,2
Monday,12.922509,80.14752,5,38,0,0,2,1,0,0,1,1
Monday,12.922828,80.129677,5,21,0,0,0,1,0,0,0,0
Monday,13.057534,80.264946,5,26,4,10,8,6,3,4,4,1
Monday,12.808099,80.028513,5,54,0,0,0,0,0,0,0,0
Monday,12.987417,80.118552,5,27,0,0,0,0,0,0,0,0
Monday,12.780092,80.011699,5,53,0,0,0,0,0,0,0,0
Monday,12.74268,79.991855,5,31,0,0,0,0,0,0,0,0
Monday,12.631503,79.931685,5,34,0,0,0,0,0,0,0,0
Monday,12.996561,80.108432,4,36,0,0,0,0,0,0,0,0
Monday,13.056226,80.248914,4,44,7,10,6,10,1,9,8,3
Monday,12.917076,80.080036,4,28,0,0,0,1,0,0,0,1
Monday,12.993194,80.113706,4,33,0,0,0,0,0,0,0,0
Monday,13.041748,80.268225,4,25,4,4,2,5,1,3,10,0
Monday,12.676456,79.978571,4,8,0,0,0,0,0,0,0,0
Monday,12.55997,79.911174,4,46,0,0,0,0,0,0,0,0
Monday,12.813594,80.032286,4,58,0,0,0,0,0,0,0,0
Monday,12.603373,79.920208,4,56,0,0,0,0,0,0,0,0
Monday,12.919364,80.172949,4,46,0,0,1,0,0,1,0,1
Monday,12.754154,80.000596,4,57,0,0,0,0,0,0,0,0
Monday,13.020072,80.104586,3,36,0,0,1,0,0,0,0,0
Monday,12.947405,80.184601,3,33,0,0,0,1,0,0,1,0
Monday,12.955912,80.152798,3,36,0,0,0,2,0,0,0,0
Monday,12.954629,80.158106,3,47,0,0,0,1,0,0,0,0
Monday,12.506144,79.880048,3,45,0,0,0,0,0,0,0,0
Monday,13.045326,80.117034,3,21,0,0,0,0,0,0,0,0
Monday,12.533906,79.901146,3,50,0,0,0,0,0,0,0,0
Monday,12.627079,79.9298,3,27,0,0,0,0,0,0,0,0
Monday,12.520457,79.894062,3,57,0,0,0,0,0,0,0,0
Monday,12.653673,79.94231,3,55,0,0,0,0,0,0,0,0
Monday,12.78533,80.014242,3,56,0,0,0,0,0,0,0,0
Monday,12.714444,79.980153,3,49,0,0,0,0,0,0,0,0
Monday,12.955886,80.212799,3,32,0,0,0,1,0,1,0,0
Monday,12.746975,79.995278,2,50,0,0,0,0,0,0,0,0
Monday,12.950043,80.179318,2,42,0,1,0,1,0,1,0,0
Monday,12.948474,80.198522,2,36,0,0,0,0,0,0,1,0
Monday,12.671648,79.976193,2,7,0,0,0,0,0,0,0,0
Monday,12.62235,79.927943,2,58,0,0,0,0,0,0,0,0
Monday,13.024603,80.108702,2,41,0,0,0,0,0,0,1,0
Monday,13.061573,80.254428,2,39,9,12,5,7,1,7,1,3
Monday,12.919687,80.181914,2,23,0,0,0,1,0,0,0,0
Monday,12.984992,80.123014,2,20,0,0,0,0,0,0,0,0
Monday,12.738773,79.988937,1,56,0,0,0,0,0,0,0,0
Monday,12.590604,79.919217,1,58,0,0,0,0,0,0,0,0
Monday,13.015675,80.102978,1,20,0,0,1,0,0,0,0,0
Monday,12.515335,79.888598,1,58,0,0,0,0,0,0,0,0
Monday,13.041761,80.086513,1,15,0,0,0,0,0,0,0,0
Monday,13.055586,80.093509,1,58,0,0,0,0,0,1,0,0
Monday,12.925538,80.10439,1,24,0,0,0,2,0,0,0,0
Monday,12.9225,80.095928,1,26,0,0,0,1,0,0,0,0
Monday,12.667342,79.971926,1,56,0,0,0,0,0,0,0,0
Monday,12.529491,79.899082,1,34,0,0,0,0,0,0,0,0
Monday,12.964784,80.209702,1,33,0,0,0,0,0,1,0,0
Monday,12.597632,79.919573,1,58,0,0,0,0,0,0,0,0
Monday,12.921204,80.1669,1,40,0,0,2,0,0,1,0,1
Monday,12.952263,80.168688,1,51,0,1,0,0,0,1,0,0
Tuesday,12.953142,80.141469,79,30,0,1,0,0,0,1,0,0
Tuesday,13.002058,80.19789,68,37,1,0,0,2,2,0,2,1
Tuesday,12.987845,80.176584,67,31,0,0,0,0,0,0,0,1
Tuesday,12.943733,80.134254,62,41,0,0,1,2,0,3,1,0
Tuesday,12.933059,80.124133,62,31,0,0,0,1,0,4,0,0
Tuesday,13.013601,80.222988,60,34,2,1,2,2,1,2,4,0
Tuesday,12.957428,80.143876,60,30,0,1,0,1,0,1,0,0
Tuesday,12.985049,80.172843,58,35,0,0,0,0,0,0,0,1
Tuesday,12.908849,80.098077,58,33,0,0,0,0,0,1,0,0
Tuesday,12.948956,80.138235,56,36,0,1,1,2,0,2,1,0
Tuesday,12.939593,80.130266,55,39,0,0,1,1,0,4,0,1
Tuesday,13.010736,80.216872,55,36,2,1,0,1,0,6,2,1
Tuesday,13.005267,80.201735,54,43,1,0,0,3,2,0,3,1
Tuesday,12.998475,80.192294,54,33,1,1,0,0,1,1,2,1
Tuesday,12.929662,80.120863,53,31,1,0,0,4,0,4,0,0
Tuesday,12.904468,80.0947,52,39,0,0,0,0,0,1,0,1
Tuesday,13.008876,80.211543,51,42,0,0,0,2,0,6,2,1
Tuesday,12.882137,80.080989,50,34,0,0,0,0,0,1,0,1
Tuesday,12.912347,80.101407,49,39,0,0,0,0,0,1,0,0
Tuesday,12.921134,80.112297,47,40,1,0,0,5,0,3,0,0
Tuesday,12.962581,80.146658,47,34,0,1,0,1,0,1,0,0
Tuesday,12.924825,80.115853,45,35,1,0,0,6,0,4,0,0
Tuesday,12.991419,80.181335,44,37,0,0,0,1,0,1,0,1
Tuesday,12.895443,80.088109,43,45,0,0,0,0,0,0,0,0
Tuesday,12.995463,80.188317,41,32,0,2,0,0,0,1,0,0
Tuesday,12.899855,80.091456,41,44,0,0,0,0,0,1,0,1
Tuesday,13.007636,80.205662,40,46,0,0,0,2,1,6,2,2
Tuesday,13.026225,80.23222,40,35,8,0,0,0,0,4,5,1
Tuesday,12.974914,80.155445,40,45,0,0,0,0,0,1,0,3
Tuesday,12.917763,80.10822,39,42,0,0,0,2,0,0,0,0
Tuesday,12.969385,80.150109,38,38,0,1,0,1,0,1,0,0
Tuesday,12.886925,80.083166,37,46,0,0,0,0,0,1,0,1
Tuesday,12.982507,80.168383,37,48,0,0,0,0,0,0,0,2
Tuesday,13.018046,80.224754,37,30,2,1,2,2,1,3,6,1
Tuesday,13.022824,80.226943,36,34,1,0,1,1,1,4,7,2
Tuesday,12.97769,80.159631,35,44,0,0,0,0,0,0,0,3
Tuesday,12.891423,80.085247,34,50,0,0,0,0,0,0,0,0
Tuesday,12.877193,80.079548,33,30,0,0,0,0,0,2,0,1
Tuesday,13.01098,80.227552,32,38,4,1,1,2,0,0,1,0
Tuesday,13.028664,80.23617,32,34,8,2,0,3,0,3,3,0
Tuesday,13.037061,80.246337,27,29,5,12,4,9,0,7,2,2
Tuesday,13.043348,80.247676,26,29,6,13,5,3,0,8,8,3
Tuesday,13.032102,80.241826,25,30,8,7,1,6,0,3,2,3
Tuesday,13.049588,80.249731,23,34,7,11,7,4,0,11,9,2
Tuesday,13.066656,80.268432,22,29,2,19,10,6,4,5,9,3
Tuesday,12.86543,80.074876,22,39,0,0,0,0,0,0,0,0
Tuesday,12.886417,80.078524,22,42,0,0,0,0,0,1,0,1
Tuesday,12.848216,80.063558,21,37,0,0,0,0,0,0,0,0
Tuesday,12.877738,80.08421,20,31,0,0,0,0,0,2,0,1
Tuesday,13.054654,80.254301,19,30,10,6,8,8,1,7,4,3
Tuesday,13.007103,80.238513,16,28,3,0,1,0,0,0,1,6
Tuesday,12.76528,80.004933,15,35,0,0,0,0,0,0,0,0
Tuesday,12.694892,79.978194,15,26,0,0,0,0,0,0,0,0
Tuesday,12.853124,80.066941,15,38,0,0,0,0,0,0,0,0
Tuesday,12.872029,80.077226,14,44,0,0,0,0,0,1,0,1
Tuesday,13.067299,80.251493,14,19,5,11,7,7,2,4,1,4
Tuesday,12.844048,80.059645,14,38,0,0,0,0,0,0,0,0
Tuesday,13.006575,80.254854,14,22,1,1,6,3,0,1,0,2
Tuesday,13.072357,80.260026,13,26,3,26,8,6,1,5,11,6
Tuesday,13.054284,80.260359,13,28,7,10,7,5,3,6,5,2
Tuesday,12.838793,80.05414,12,36,0,0,0,0,0,0,0,0
Tuesday,12.758505,80.002697,12,34,0,0,0,0,0,0,0,0
Tuesday,12.922341,80.140152,12,27,0,0,0,1,0,0,1,1
Tuesday,12.689776,79.982197,11,29,0,0,0,0,0,0,0,0
Tuesday,12.733324,79.983496,11,49,0,0,0,0,0,0,0,0
Tuesday,12.860845,80.072628,11,39,0,0,0,0,0,0,0,0
Tuesday,13.009576,80.259088,11,26,2,1,5,1,0,1,1,2
Tuesday,12.922646,80.135086,10,30,0,0,0,1,0,0,0,0
Tuesday,12.959162,80.149808,10,34,0,1,0,2,0,0,0,0
Tuesday,13.006756,80.247877,10,28,3,0,3,1,0,0,1,4
Tuesday,12.922524,80.145502,10,26,0,0,2,1,0,0,1,1
Tuesday,12.683641,79.983086,9,20,0,0,0,0,0,0,0,0
Tuesday,12.708911,79.97738,9,40,0,0,0,0,0,0,0,0
Tuesday,13.008538,80.231531,9,33,3,1,1,1,0,0,1,3
Tuesday,12.769328,80.006968,9,38,0,0,0,0,0,0,0,0
Tuesday,13.067205,80.246289,9,24,3,7,5,4,1,2,3,2
Tuesday,12.513128,79.886919,8,38,0,0,0,0,0,0,0,0
Tuesday,12.753555,80.000212,8,51,0,0,0,0,0,0,0,0
Tuesday,12.803837,80.026002,8,52,0,0,0,0,0,0,0,0
Tuesday,12.697477,79.971771,8,21,0,0,0,0,0,0,0,0
Tuesday,12.996822,80.107723,7,30,0,0,0,0,0,0,0,0
Tuesday,12.92275,80.151306,7,22,0,0,2,1,0,0,1,1
Tuesday,12.973744,80.220136,7,33,0,0,1,2,0,2,3,0
Tuesday,12.726214,79.982323,7,20,0,0,0,0,0,0,0,0
Tuesday,12.830258,80.045436,7,46,0,0,0,0,0,0,0,0
Tuesday,12.963839,80.2161,6,37,0,0,0,0,0,2,0,0
Tuesday,12.820733,80.037306,6,46,0,0,0,0,0,0,0,0
Tuesday,13.020318,80.263016,6,31,2,0,2,1,0,2,5,1
Tuesday,12.919298,80.084323,6,35,0,0,0,1,0,0,0,1
Tuesday,13.057067,80.26485,6,27,4,9,8,6,3,4,4,1
Tuesday,12.705221,79.973987,6,42,0,0,0,0,0,0,0,0
Tuesday,12.92324,80.12153,6,38,1,0,0,5,0,4,0,0
Tuesday,12.955423,80.212799,6,38,0,0,0,1,0,1,0,0
Tuesday,12.678412,79.979866,5,31,0,0,0,0,0,0,0,0
Tuesday,12.774533,80.009208,5,46,0,0,0,0,0,0,0,0
Tuesday,12.993057,80.113837,5,32,0,0,0,0,0,0,0,0
Tuesday,13.044058,80.267068,5,32,3,5,3,5,1,2,9,0
Tuesday,12.833551,80.048984,5,56,0,0,0,0,0,0,0,0
Tuesday,12.657642,79.946618,5,48,0,0,0,0,0,0,0,0
Tuesday,12.588771,79.919382,5,51,0,0,0,0,0,0,0,0
Tuesday,12.921624,80.165548,5,36,0,0,2,0,0,1,0,1
Tuesday,12.791577,80.017826,5,37,0,0,0,0,0,0,0,0
Tuesday,12.649203,79.941124,5,50,0,0,0,0,0,0,0,0
Tuesday,12.743713,79.992608,4,35,0,0,0,0,0,0,0,0
Tuesday,12.544492,79.905163,4,46,0,0,0,0,0,0,0,0
Tuesday,12.799068,80.02271,4,53,0,0,0,0,0,0,0,0
Tuesday,13.046692,80.11938,4,32,0,0,0,0,0,0,0,0
Tuesday,12.998644,80.102567,4,28,0,0,0,0,0,1,0,0
Tuesday,12.65613,79.953702,4,36,0,0,0,0,0,0,0,0
Tuesday,12.977324,80.223323,4,26,0,0,2,2,0,2,4,0
Tuesday,13.006802,80.100461,3,18,0,0,0,0,0,0,0,0
Tuesday,13.016514,80.259774,3,47,2,0,3,1,0,0,5,3
Tuesday,12.508075,79.881918,3,18,0,0,0,0,0,0,0,0
Tuesday,12.659003,79.961819,3,32,0,0,0,0,0,0,0,0
Tuesday,13.033687,80.111638,3,12,0,0,0,0,0,0,1,0
Tuesday,12.74772,79.995875,3,57,0,0,0,0,0,0,0,0
Tuesday,12.644576,79.939162,3,57,0,0,0,0,0,0,0,0
Tuesday,12.953728,80.162298,3,46,0,0,0,0,0,0,0,0
Tuesday,12.569844,79.915707,3,49,0,0,0,0,0,0,0,0
Tuesday,13.049591,80.264066,2,38,5,7,9,2,1,3,5,1
Tuesday,12.91826,80.177791,2,39,0,0,0,0,0,1,0,0
Tuesday,12.923541,80.158213,2,32,0,0,2,0,0,0,0,0
Tuesday,13.042436,80.115136,2,15,0,0,0,0,0,0,0,0
Tuesday,12.98872,80.117623,2,24,0,0,0,0,0,0,0,0
Tuesday,12.781106,80.012291,2,56,0,0,0,0,0,0,0,0
Tuesday,12.925568,80.10445,2,16,0,0,0,2,0,0,0,0
Tuesday,12.916512,80.079451,2,40,0,0,0,0,0,0,0,1
Tuesday,13.049622,80.088471,2,26,0,0,0,0,0,1,0,0
Tuesday,12.5758,79.917114,2,48,0,0,0,0,0,0,0,0
Tuesday,13.06198,80.262728,2,36,5,19,5,8,2,5,4,1
Tuesday,12.606152,79.920946,2,23,0,0,0,0,0,0,0,0
Tuesday,12.95501,80.156201,2,52,0,0,0,1,0,0,0,0
Tuesday,12.948532,80.199353,2,42,0,0,0,0,0,0,1,0
Tuesday,12.639561,79.936013,2,44,0,0,0,0,0,0,0,0
Tuesday,13.061799,80.246379,2,28,4,9,5,7,1,7,5,1
Tuesday,12.656705,79.942103,2,45,0,0,0,0,0,0,0,0
Tuesday,12.786192,80.014734,2,47,0,0,0,0,0,0,0,0
Tuesday,12.521709,79.895256,2,52,0,0,0,0,0,0,0,0
Tuesday,12.977372,80.131164,1,33,0,0,0,1,0,0,0,0
Tuesday,12.919854,80.182411,1,34,0,0,0,1,0,0,0,0
Tuesday,12.919539,80.172307,1,44,0,0,1,0,0,1,0,1
Tuesday,12.443244,79.837267,1,57,0,0,0,0,0,0,0,0
Tuesday,13.018714,80.103331,1,13,0,0,1,0,0,0,0,0
Tuesday,12.999296,80.096978,1,24,0,0,0,0,0,1,0,0
Tuesday,12.674448,79.97698,1,36,0,0,0,0,0,0,0,0
Tuesday,12.984057,80.124965,1,21,0,0,0,0,0,0,0,0
Tuesday,13.029533,80.266559,1,33,1,1,4,1,2,5,17,1
Tuesday,12.92185,80.093537,1,49,0,0,0,1,0,0,0,0
Tuesday,12.718134,79.981007,1,40,0,0,0,0,0,0,0,0
Tuesday,12.951552,80.172751,1,38,0,1,0,0,0,1,0,0
Tuesday,12.949896,80.179797,1,40,0,1,0,1,0,1,0,0
Tuesday,12.951657,80.18602,1,34,0,0,0,1,0,0,1,0
Wednesday,12.955974,80.143176,72,34,0,1,0,1,0,1,0,0
Wednesday,12.932978,80.124135,70,37,0,0,0,1,0,4,0,0
Wednesday,12.929577,80.120645,65,34,1,0,0,4,0,4,0,0
Wednesday,12.960581,80.145617,63,37,0,1,0,1,0,0,0,0
Wednesday,12.937018,80.127822,63,40,0,0,0,1,0,3,0,1
Wednesday,13.011305,80.223556,63,36,2,1,1,2,0,0,1,0
Wednesday,12.951226,80.140151,61,33,0,1,1,0,0,2,1,0
Wednesday,13.002093,80.196834,59,41,1,0,0,1,2,0,2,1
Wednesday,13.00461,80.201166,59,43,1,0,0,3,2,0,2,1
Wednesday,12.988498,80.177713,57,37,0,0,0,1,0,0,0,1
Wednesday,12.901999,80.09302,56,42,0,0,0,0,0,1,0,1
Wednesday,12.942639,80.133199,56,42,0,0,1,2,0,4,0,1
Wednesday,13.011593,80.218706,55,37,2,1,1,1,0,7,2,1
Wednesday,13.009668,80.2136,53,41,0,0,0,1,0,6,2,1
Wednesday,12.90601,80.096193,51,35,0,0,0,0,0,1,0,1
Wednesday,12.915276,80.104053,51,41,0,0,0,0,0,0,0,0
Wednesday,12.919162,80.109865,49,42,0,0,0,4,0,0,0,0
Wednesday,12.947474,80.137263,49,39,0,1,1,2,0,2,1,0
Wednesday,12.991582,80.181679,49,37,0,0,0,1,0,1,0,1
Wednesday,12.995932,80.189432,49,36,0,2,0,0,0,1,1,0
Wednesday,12.91118,80.101158,49,38,0,0,0,0,0,1,0,0
Wednesday,12.925873,80.117081,48,36,1,0,0,6,0,4,0,0
Wednesday,12.973942,80.154062,48,41,0,0,0,0,0,1,0,3
Wednesday,12.985184,80.172958,47,41,0,0,0,0,0,0,0,1
Wednesday,12.881622,80.081282,46,38,0,0,0,0,0,2,0,1
Wednesday,12.999154,80.19317,45,38,1,1,0,0,1,1,2,1
Wednesday,13.007919,80.207366,45,42,0,0,0,2,1,6,2,1
Wednesday,12.964684,80.147689,44,36,0,1,0,1,0,1,0,0
Wednesday,13.016344,80.225485,42,32,2,1,2,2,1,3,6,1
Wednesday,12.885938,80.082802,40,47,0,0,0,0,0,1,0,1
Wednesday,12.969178,80.149989,39,36,0,1,0,1,0,1,0,0
Wednesday,12.982682,80.168802,38,43,0,0,0,0,0,0,0,2
Wednesday,12.922495,80.113717,37,43,1,0,0,6,0,4,0,0
Wednesday,13.021284,80.225772,37,33,3,0,1,2,1,3,7,2
Wednesday,12.977158,80.158874,36,45,0,0,0,0,0,0,0,3
Wednesday,13.033009,80.243139,35,30,7,8,2,8,0,4,2,2
Wednesday,13.028762,80.236192,35,33,8,2,0,3,0,3,3,0
Wednesday,12.896401,80.088636,33,46,0,0,0,0,0,0,0,1
Wednesday,13.026007,80.231215,32,30,6,0,0,0,1,4,6,1
Wednesday,13.067481,80.250502,31,29,5,12,7,6,2,3,2,4
Wednesday,13.00952,80.228185,30,42,4,1,1,2,0,0,1,0
Wednesday,12.891208,80.085149,30,49,0,0,0,0,0,0,0,0
Wednesday,13.042432,80.247439,30,28,7,13,4,5,0,8,7,3
Wednesday,12.979763,80.162731,30,44,0,0,0,0,0,0,0,4
Wednesday,13.053204,80.252145,29,35,10,11,8,9,1,9,7,3
Wednesday,13.036594,80.246298,28,28,5,11,4,9,0,7,2,2
Wednesday,13.068484,80.255734,25,29,5,12,7,7,3,2,4,3
Wednesday,13.048751,80.249651,25,37,7,11,5,3,0,9,9,2
Wednesday,12.877846,80.08393,22,31,0,0,0,0,0,2,0,1
Wednesday,12.87654,80.078934,22,36,0,0,0,0,0,2,0,1
Wednesday,13.006572,80.254456,22,31,1,1,6,3,0,1,0,2
Wednesday,13.066442,80.268538,21,30,2,20,9,6,4,5,9,4
Wednesday,13.056306,80.25631,20,28,9,9,9,7,2,8,3,3
Wednesday,13.00675,80.248266,19,33,3,0,3,1,0,0,1,5
Wednesday,13.066436,80.245633,18,33,3,8,4,4,1,3,5,2
Wednesday,12.857884,80.070514,17,39,0,0,0,0,0,0,0,0
Wednesday,13.009498,80.25905,15,29,2,1,5,1,0,1,1,2
Wednesday,12.76108,80.003408,15,37,0,0,0,0,0,0,0,0
Wednesday,12.852398,80.066354,14,42,0,0,0,0,0,0,0,0
Wednesday,12.861892,80.073471,14,36,0,0,0,0,0,0,0,0
Wednesday,13.071684,80.259156,13,28,4,26,8,5,1,5,10,6
Wednesday,12.842117,80.057618,13,31,0,0,0,0,0,0,0,0
Wednesday,13.008001,80.234792,12,39,2,0,1,0,0,0,0,3
Wednesday,12.766695,80.0057,12,38,0,0,0,0,0,0,0,0
Wednesday,12.959339,80.214232,11,40,0,0,0,0,0,1,0,0
Wednesday,12.871679,80.077327,11,47,0,0,0,0,0,1,0,1
Wednesday,13.006662,80.242317,11,33,5,0,2,1,0,0,1,6
Wednesday,12.684486,79.983413,11,31,0,0,0,0,0,0,0,0
Wednesday,13.065434,80.27385,11,30,1,16,11,9,3,5,7,4
Wednesday,12.795046,80.020296,10,46,0,0,0,0,0,0,0,0
Wednesday,12.847738,80.063263,10,36,0,0,0,0,0,0,0,0
Wednesday,13.015001,80.259186,10,32,2,1,2,1,0,0,4,3
Wednesday,12.657513,79.942704,10,48,0,0,0,0,0,0,0,0
Wednesday,13.042616,80.268034,9,28,4,5,2,5,1,3,10,0
Wednesday,13.020326,80.26264,9,28,2,0,2,1,0,2,5,1
Wednesday,13.054208,80.260916,9,27,5,11,7,5,2,5,5,2
Wednesday,12.821719,80.037845,9,48,0,0,0,0,0,0,0,0
Wednesday,12.653768,79.94006,8,47,0,0,0,0,0,0,0,0
Wednesday,12.86669,80.075127,8,40,0,0,0,0,0,1,0,0
Wednesday,12.656679,79.949074,8,44,0,0,0,0,0,0,0,0
Wednesday,12.756334,80.001889,8,48,0,0,0,0,0,0,0,0
Wednesday,12.922841,80.130047,8,34,0,0,0,1,0,0,0,0
Wednesday,12.96641,80.217239,7,37,0,0,0,0,0,2,2,0
Wednesday,12.834127,80.049587,7,55,0,0,0,0,0,0,0,0
Wednesday,12.697702,79.976182,7,14,0,0,0,0,0,0,0,0
Wednesday,12.978007,80.224776,7,26,0,0,1,2,1,2,3,0
Wednesday,13.07072,80.26559,7,24,2,26,6,6,1,5,11,6
Wednesday,13.048895,80.264993,6,26,5,7,9,4,1,3,6,0
