Alert,Date,Time,Lat,Long,Vehicle,Speed,Weekday,Chennai_colleges,Chennai_hotels,Chennai_schools,Chennai_hospitals,Chennai_markets,Chennai_transport_stand,Chennai_religious_places,Chennai_tourist_places
cas_hmw,2022-08-14,11:35:30,13.080686,80.288376,5339,32,Sunday,1,1,1,2,2,5,2,6
cas_hmw,2022-08-14,11:35:43,13.080007,80.288198,5339,30,Sunday,1,0,0,2,2,5,1,6
cas_hmw,2022-08-14,11:36:08,13.076929,80.287305,5339,50,Sunday,0,0,0,0,0,2,1,5
cas_hmw,2022-08-14,11:36:16,13.076929,80.287305,5339,50,Sunday,0,0,0,0,0,2,1,5
cas_hmw,2022-08-14,11:36:28,13.075132,80.286664,5339,42,Sunday,0,0,0,0,0,1,1,7
cas_hmw,2022-08-14,11:36:29,13.075132,80.286664,5339,42,Sunday,0,0,0,0,0,1,1,7
cas_hmw,2022-08-14,11:36:31,13.075132,80.286664,5339,42,Sunday,0,0,0,0,0,1,1,7
cas_hmw,2022-08-14,11:36:51,13.074034,80.286098,5339,32,Sunday,0,0,1,0,0,1,1,9
cas_hmw,2022-08-14,11:36:57,13.072916,80.285744,5339,33,Sunday,0,0,0,0,0,1,1,11
cas_hmw,2022-08-14,11:37:57,13.067836,80.284368,5339,28,Sunday,1,2,0,0,0,2,1,11
cas_hmw,2022-08-14,11:41:01,13.04854,80.280551,5339,46,Sunday,3,0,0,1,0,1,11,14
cas_hmw,2022-08-14,11:42:52,13.039984,80.279148,5339,43,Sunday,3,1,0,1,0,1,8,8
cas_hmw,2022-08-14,11:43:04,13.038546,80.278672,5339,33,Sunday,2,1,0,1,0,2,9,9
cas_hmw,2022-08-14,11:44:38,13.032411,80.277525,5339,24,Sunday,2,0,0,1,2,2,11,6
cas_hmw,2022-08-14,11:44:55,13.030748,80.277206,5339,32,Sunday,2,0,0,0,2,3,9,5
cas_hmw,2022-08-14,11:44:55,13.030748,80.277206,5339,32,Sunday,2,0,0,0,2,3,9,5
cas_hmw,2022-08-14,11:45:59,13.025849,80.2752,5339,37,Sunday,2,1,0,1,2,3,8,5
cas_hmw,2022-08-14,11:47:20,13.023994,80.273913,5339,24,Sunday,1,1,1,1,1,5,6,4
cas_hmw,2022-08-14,11:47:56,13.021569,80.270718,5339,37,Sunday,2,2,1,1,0,3,4,3
cas_hmw,2022-08-14,11:48:12,13.020576,80.269504,5339,23,Sunday,2,1,1,1,0,3,3,2
cas_hmw,2022-08-14,11:48:55,13.01884,80.267382,5339,26,Sunday,2,1,1,1,0,2,5,2
cas_hmw,2022-08-14,11:48:56,13.01884,80.267382,5339,26,Sunday,2,1,1,1,0,2,5,2
cas_hmw,2022-08-14,11:48:56,13.01884,80.267382,5339,26,Sunday,2,1,1,1,0,2,5,2
cas_hmw,2022-08-14,11:48:58,13.01884,80.267382,5339,26,Sunday,2,1,1,1,0,2,5,2
cas_hmw,2022-08-14,11:49:01,13.01884,80.267382,5339,26,Sunday,2,1,1,1,0,2,5,2
cas_hmw,2022-08-14,11:49:11,13.018636,80.266684,5339,29,Sunday,2,1,2,1,0,2,5,2
cas_hmw,2022-08-14,11:49:12,13.018636,80.266684,5339,29,Sunday,2,1,2,1,0,2,5,2
cas_hmw,2022-08-14,11:49:13,13.018613,80.265881,5339,27,Sunday,2,1,2,1,0,2,5,2
cas_hmw,2022-08-14,11:49:55,13.018918,80.262947,5339,25,Sunday,2,0,2,1,0,2,5,1
cas_hmw,2022-08-14,11:50:38,13.017778,80.260725,5339,27,Sunday,2,0,3,1,0,0,5,2
cas_hmw,2022-08-14,11:52:21,13.00831,80.259096,5339,42,Sunday,1,1,5,1,0,1,1,2
cas_hmw,2022-08-14,11:54:31,13.006516,80.251955,5339,12,Sunday,3,1,5,2,0,1,0,2
cas_hmw,2022-08-14,11:54:31,13.006516,80.251955,5339,12,Sunday,3,1,5,2,0,1,0,2
cas_hmw,2022-08-14,11:54:32,13.006516,80.251955,5339,12,Sunday,3,1,5,2,0,1,0,2
cas_hmw,2022-08-14,11:54:34,13.006636,80.251421,5339,26,Sunday,3,1,5,2,0,1,0,2
cas_hmw,2022-08-14,11:54:35,13.006636,80.251421,5339,26,Sunday,3,1,5,2,0,1,0,2
cas_hmw,2022-08-14,11:54:36,13.006636,80.251421,5339,26,Sunday,3,1,5,2,0,1,0,2
cas_hmw,2022-08-14,11:54:57,13.0067,80.24981,5339,33,Sunday,3,0,3,1,0,1,0,3
cas_hmw,2022-08-14,11:55:00,13.0067,80.24981,5339,33,Sunday,3,0,3,1,0,1,0,3
cas_hmw,2022-08-14,11:58:54,12.993656,80.250004,5339,37,Sunday,1,2,1,2,0,2,0,0
cas_hmw,2022-08-14,11:59:29,12.990411,80.250838,5339,40,Sunday,0,2,1,0,0,1,0,0
cas_hmw,2022-08-14,12:02:36,12.983177,80.252637,5339,50,Sunday,0,2,0,1,0,2,1,2
cas_hmw,2022-08-14,12:06:34,12.981113,80.23465,5339,51,Sunday,0,0,0,2,0,2,1,0
cas_hmw,2022-08-14,12:08:14,12.978772,80.225988,5339,35,Sunday,0,0,1,2,1,1,3,0
cas_hmw,2022-08-14,12:09:25,12.975314,80.220804,5339,36,Sunday,0,0,1,2,0,2,4,0
cas_hmw,2022-08-14,12:09:35,12.974643,80.220513,5339,28,Sunday,0,0,1,2,0,2,3,0
cas_hmw,2022-08-14,12:09:52,12.973845,80.220108,5339,41,Sunday,0,0,1,2,0,2,3,0
cas_hmw,2022-08-14,12:10:33,12.971003,80.219034,5339,43,Sunday,0,0,1,2,0,3,3,0
cas_hmw,2022-08-14,12:11:38,12.964745,80.216591,5339,39,Sunday,0,0,0,0,0,2,0,0
cas_hmw,2022-08-14,12:12:45,12.96062,80.21491,5339,45,Sunday,0,0,0,0,0,1,0,0
cas_hmw,2022-08-14,12:12:53,12.959506,80.214467,5339,48,Sunday,0,0,0,0,0,1,0,0
cas_hmw,2022-08-14,12:13:24,12.955885,80.212977,5339,55,Sunday,0,0,0,1,0,1,0,0
cas_hmw,2022-08-14,12:13:29,12.955885,80.212977,5339,55,Sunday,0,0,0,1,0,1,0,0
cas_hmw,2022-08-14,12:13:31,12.955885,80.212977,5339,55,Sunday,0,0,0,1,0,1,0,0
cas_hmw,2022-08-14,12:14:21,12.950655,80.21103,5339,52,Sunday,0,0,0,1,0,0,0,0
cas_hmw,2022-08-14,12:16:14,12.948619,80.206927,5339,50,Sunday,0,0,0,1,0,0,0,0
cas_hmw,2022-08-14,12:18:20,12.948475,80.196873,5339,50,Sunday,0,0,0,0,0,0,1,0
cas_hmw,2022-08-14,12:18:38,12.948501,80.194357,5339,52,Sunday,0,0,0,1,0,0,1,0
cas_hmw,2022-08-14,12:20:08,12.949453,80.18195,5339,55,Sunday,0,1,0,1,0,1,0,0
cas_hmw,2022-08-14,12:20:49,12.950567,80.177126,5339,53,Sunday,0,1,0,0,0,1,0,0
cas_hmw,2022-08-14,12:23:07,12.954165,80.160195,5339,55,Sunday,0,0,0,0,0,0,0,0
cas_hmw,2022-08-14,12:23:09,12.954165,80.160195,5339,55,Sunday,0,0,0,0,0,0,0,0
cas_hmw,2022-08-14,12:26:58,12.955169,80.142693,5339,36,Sunday,0,1,0,1,0,1,0,0
cas_hmw,2022-08-14,12:30:26,12.950777,80.139914,5339,21,Sunday,0,1,1,1,0,2,1,0
cas_hmw,2022-08-14,12:30:33,12.950777,80.139914,5339,21,Sunday,0,1,1,1,0,2,1,0
cas_hmw,2022-08-14,12:30:56,12.949632,80.13896,5339,49,Sunday,0,1,1,2,0,2,1,0
cas_hmw,2022-08-14,12:31:46,12.94311,80.13383,5339,45,Sunday,0,0,1,2,0,4,0,1
cas_hmw,2022-08-14,12:32:01,12.942267,80.132972,5339,48,Sunday,0,0,1,2,0,4,0,1
cas_hmw,2022-08-14,12:32:12,12.941362,80.132054,5339,49,Sunday,0,0,1,2,0,4,0,1
cas_hmw,2022-08-14,12:32:40,12.938623,80.129368,5339,51,Sunday,0,0,1,1,0,3,0,1
cas_hmw,2022-08-14,12:32:49,12.937633,80.12854,5339,48,Sunday,0,0,0,1,0,3,0,1
cas_hmw,2022-08-14,12:32:49,12.937633,80.12854,5339,48,Sunday,0,0,0,1,0,3,0,1
cas_hmw,2022-08-14,12:32:52,12.937633,80.12854,5339,48,Sunday,0,0,0,1,0,3,0,1
cas_hmw,2022-08-14,12:32:54,12.936942,80.127972,5339,26,Sunday,0,0,0,1,0,3,0,1
cas_hmw,2022-08-14,12:32:57,12.936942,80.127972,5339,26,Sunday,0,0,0,1,0,3,0,1
cas_hmw,2022-08-14,12:33:49,12.933783,80.125046,5339,44,Sunday,0,0,0,1,0,4,0,0
cas_hmw,2022-08-14,12:35:12,12.93136,80.122622,5339,25,Sunday,1,0,0,2,0,7,0,0
cas_hmw,2022-08-14,12:35:23,12.930399,80.121698,5339,39,Sunday,1,0,0,3,0,5,0,0
cas_hmw,2022-08-14,12:37:34,12.922145,80.113377,5339,43,Sunday,1,0,0,6,0,4,0,0
cas_hmw,2022-08-14,12:38:33,12.917058,80.107365,5339,0,Sunday,0,0,0,0,0,0,0,0
cas_hmw,2022-08-14,12:44:29,12.905055,80.095538,5339,0,Sunday,0,0,0,0,0,1,0,1
cas_hmw,2022-08-14,12:44:40,12.904305,80.09501,5339,33,Sunday,0,0,0,0,0,1,0,1
cas_hmw,2022-08-14,12:45:52,12.89828,80.090226,5339,55,Sunday,0,0,0,0,0,0,0,1
cas_hmw,2022-08-14,12:47:49,12.885771,80.082882,5339,58,Sunday,0,0,0,0,0,1,0,1
cas_hmw,2022-08-14,12:51:38,12.878412,80.082284,5339,34,Sunday,0,0,0,0,0,2,0,1
