Long,Lat,Name
80.2737108,13.0691876,Tamil Nadu Government Multi Super Speciality Hospital TNGMSSH
80.1350511,13.0331498,SN Hospital
80.2757397,13.0570045,Sakthi Hospital & Research Centre | Best multispeciality hospital in triplicane
80.2086187,13.0495242,Vijaya Hospital
80.2132958,13.0516551,Vadapalani Multi Speciality Hospital
80.2572669,13.079569,Dr.U.Mohan Rau Memorial Hospital
80.219486,13.0535287,The Best Hospital Private Limited
80.2498797,13.084738,Aysha Hospital
80.256635,13.0274281,Billroth Hospital
80.1408142,12.9422327,Sudar Hospital
80.1707343,13.0791128,MMRV HOSPITAL
80.2618854,13.0375973,Chennai Meenakshi Multispeciality Hospital
80.2579415,13.0385455,RSR Trinity Acute Care Hospital
80.1330279,12.9428701,"Government Hospital of Thoracic Medicine, Chennai"
80.2463505,13.1098201,Srinivas Priya Hospital
80.2006649,12.9934683,SP Hospital
80.1931295,12.9837888,Rotary Central Margaret Sidney Hospital
80.2190906,13.0685121,Chennai Corporation Hospital
80.258483,13.0900538,G.K.M Hospital
80.221329,12.978529,Prashanth Super Speciality Hospital
80.2336954,13.0779907,Rigid Hospital Pvt Ltd
80.2455689,13.033643,Apollo Speciality Hospital Block B
80.2546418,13.0897119,Narayanaa Hospital
80.2415533,13.0777063,New Hope Medical Centre
80.1863704,13.0225921,MIOT International
80.2913844,13.085818,Chennai Port Authority Hospital
80.2457881,13.0781186,Chennai national Hospital - Kilpauk
80.238751,13.0769659,The Guest Hospital
80.2553425,13.0576824,Indian Hospitals Corporation Limited
80.1923382,12.9870156,Hospital
80.289038,13.1192274,Multi Speciality Hospital
80.2620359,13.0385565,St. Isabel's Hospital
80.246096,13.0837564,Appolo Hospitals Enterprises Ltd
80.2522497,13.0601818,Apollo Women's Hospital
80.2727772,13.0528881,The Crescent Hospital
80.2100829,13.1055203,Faith Multispeciality Hospital
80.1174586,12.9293966,Deepam Hospital and Wellness
80.2420693,13.0293576,Apollo Speciality Hospital
80.2049926,13.0676983,Apollo Hospitals
80.2605049,12.9865094,Starlight Hospitals Pvt. Ltd.
80.222238,12.976271,Athipathi Hospital
80.2692184,13.0626633,Mysaan Hospital
80.2238406,13.0360234,Hospital
80.287678,13.116867,Vasantha Hospital
80.243427,13.028985,RSP General Hospital
80.111767,12.9264465,AG Hospital (Gajanan Hospitals Pvt Ltd )- Since 1979
80.1446072,13.0375525,Sri Ramachandra Hospital - G Block
80.2347541,13.0801854,"Lifeline Multispeciality Hospital, Chennai Tn."
80.2428086,13.1209902,Apple Hospital
80.22263,13.0139254,"Rainbow Children’s Hospital and BirthRight by Rainbow, Guindy"
80.2783292,13.0855089,Apollo Hospitals
80.2468354,13.1070788,Simpson Gesets Hospital
80.1440334,13.1255449,Sir Ivan Stedeford Hospital
80.2526128,13.0601519,Apollo Cradle Maternity & Children's Hospital in Chennai
80.1143215,12.9274986,N S Hospital
80.1892064,12.9183607,Annai Theresa Hospitals Pvt Ltd
80.2877426,13.0957766,Devi Hospital
80.229813,12.915053,"Apollo Cradle & Children's Hospital Karapakkam, Chennai"
80.2943919,13.1384784,Balaji Hospital
80.2694392,13.0361728,Hospital
80.2009111,12.9936449,Hospital
80.2552738,13.0608385,Hospital Chennai information centre
80.2118207,12.9913266,Hospital
80.2429257,13.076573,KILPAUK MEDICAL COLLEGE HOSPITAL
80.185609,13.087721,Frontier Lifeline Hospital
80.2583012,13.1305519,Corporation Hospital
80.2428532,12.9953551,Hospital
80.227361,13.076445,Hande Hospital
80.1308035,12.9734199,Chennai hospital
80.2453441,13.0855856,Private Hospitals
80.2451938,13.0337169,Apollo Cancer Centre Teynampet
80.1443279,12.9196834,BETHESDA HOSPITAL AND CHILD CARE CENTRE
80.2086759,13.1368453,Lake View Hospital
80.2578199,13.0385978,Trinity Hospital
80.2033187,12.9313894,Deepam Medfirst Hospital
80.2272989,13.0757062,Billroth Cancer Center
80.2587589,13.0715982,Government Hospital Egmore
80.245786,13.0573353,Kanchi Kamakoti CHILDS Trust Hospital
80.2624294,13.05367,Hospital
80.2865906,13.1019249,Corporation Hospital
80.2597972,13.1355527,Apollo Hospitals
80.2121368,13.1316061,MAAYA SPECIALITY HOSPITALS
80.2705906,13.0640323,MYSAAN HOSPITAL
80.2705906,13.0640323,MYSAAN HOSPITAL
80.2589003,13.1242944,Sri Balaji Hospital
80.22752,13.0536322,Medway Hospitals - Kodambakkam
80.2153873,13.0510829,Aalayaa Hospital
80.2501192,13.0801349,Hospital
80.2450613,13.0480921,Bharathiraja hospital
80.2282836,13.0751718,Mu Va Hospital and Specialty Center
80.2135376,13.0380088,SPM Hospital
80.2511729,13.0310961,Harvey Multispeciality Hospital
80.2377872,13.0765002,Aalayaa Hospital
80.146598,12.961846,Sugam Hospitals
80.2746518,13.0622598,Shifa Hospital & Research Centre
80.2396446,12.9821519,Hospital
80.2799297,13.0983924,SHAARAVE MULTISPECIALITY HOSPITAL
80.2425972,12.981465,Chennai Clinic
80.171442,13.0989592,Hospital
80.2782828,13.0595288,Government Kasturba Gandhi Hospital for Women and Children
80.2851167,13.1181419,Jyoti Hospital
80.2557033,13.0790084,Indian Hospital
80.247532,13.0025234,The Voluntary Health Services
80.247532,13.0025234,The Voluntary Health Services
80.2477603,13.0973604,RYA Hospital
80.2203136,13.07422,AK Hospital
80.2706243,13.0826722,Meta hospital
80.2372588,13.1377965,Murari Hospital
80.2280184,13.0142521,Millennium Clinic Saidapet
80.2415967,13.0969636,Trust Hospital
80.245927,13.0594974,Dr Maibbar Hospital
80.2782734,13.0593857,Gosha Hospital
80.2219367,13.0707602,MGM Healthcare
80.2567718,13.0885926,Chennai Corporation Hospital
80.2150881,13.075064,Appasamy Multispeciality Hospitals
80.2330034,13.1012853,Southern Railway Headquarters Hospital
80.2642094,13.0962134,EG Hospital
80.2873677,13.1259692,Government Peripheral Hospital
80.2970804,13.1383908,hospital
80.2439571,13.0510267,Koncept Hospitals and Wellness
80.1981135,12.8973553,ES Hospital
80.1122582,12.9249359,Sarawathy Hospital
80.2871828,13.0877563,Madras Port Trust Hospital
80.2684933,13.0689512,24 Hour Hospital
80.304292,13.1694917,Aakash Hospital
80.2667376,13.0655426,IMMIMYSAAN HOSPITAL
80.219443,13.0519602,Chennai Ladies Special Hospital
80.2208678,13.0382393,Hindu misson hospital
80.2522221,13.0817153,VK Hospital
80.2307967,13.112314,NR Hospital
80.2155643,13.0705707,Hycare Super Speciality Hospital
80.2850909,13.1065681,Stanley Government Hospital
80.2648789,13.0488072,Seethapathy Clinic & Hospital
80.1872726,13.0861178,HOSPITAL
80.2393185,13.0948479,ESI HOSPITAL
80.2451493,13.0782087,KKR ENT HOSPITAL & RESEARCH INSTITUTE
80.2807635,13.0858826,Sen Hospital
80.1997837,12.8800757,Hospital
80.2566769,13.0732017,Government Children Hospital Egmore Chennai
80.2934413,13.1228857,Arokhya Hospital
80.25448,13.0587552,ಅಪೊಲೊ ಆಸ್ಪತ್ರೆ
80.2171242,13.079403,"Shaarave Multi Speciality Hospital,Chennai Tn."
80.2356593,13.0740281,Joseph Hospitals (Formerly Joseph Nursing Home)
