Alert,Date,Time,Lat,Long,Vehicle,Speed,Weekday
cas_pcw,2022-06-02,07:49:00,13.00614,80.203131,2846,28,Thursday
cas_pcw,2022-06-02,08:16:27,12.862611,80.073519,805,20,Thursday
cas_pcw,2022-06-02,09:52:52,13.050717,80.088955,5339,40,Thursday
cas_pcw,2022-06-02,16:34:13,12.878987,80.080402,2846,3,Thursday
cas_pcw,2022-06-02,17:06:52,12.697386,79.972095,805,20,Thursday
cas_pcw,2022-06-02,17:12:38,12.687592,79.982998,805,0,Thursday
cas_pcw,2022-06-02,17:35:58,13.057133,80.257141,2846,27,Thursday
cas_pcw,2022-06-02,17:40:15,13.053571,80.267445,2846,19,Thursday
cas_pcw,2022-06-02,17:40:37,13.053512,80.26825,2846,13,Thursday
cas_pcw,2022-06-02,17:40:47,13.053479,80.268598,2846,13,Thursday
cas_pcw,2022-06-02,17:41:28,13.053445,80.269357,2846,17,Thursday
cas_pcw,2022-06-02,17:42:19,13.053376,80.270655,2846,8,Thursday
cas_pcw,2022-06-02,17:42:24,13.053376,80.270655,2846,8,Thursday
cas_pcw,2022-06-02,17:45:53,13.052881,80.273546,2846,3,Thursday
cas_pcw,2022-06-02,17:46:25,13.055397,80.273794,2846,11,Thursday
cas_pcw,2022-06-02,17:46:34,13.055851,80.273808,2846,28,Thursday
cas_pcw,2022-06-02,17:46:42,13.055851,80.273808,2846,28,Thursday
cas_pcw,2022-06-02,17:46:46,13.056522,80.273849,2846,24,Thursday
cas_pcw,2022-06-02,17:46:56,12.510297,79.884995,805,12,Thursday
cas_pcw,2022-06-02,17:47:21,13.057915,80.274011,2846,9,Thursday
cas_pcw,2022-06-02,17:49:42,13.062065,80.274238,2846,24,Thursday
cas_pcw,2022-06-02,17:49:53,13.062486,80.274196,2846,16,Thursday
cas_pcw,2022-06-02,17:50:29,13.064313,80.273936,2846,5,Thursday
cas_pcw,2022-06-02,17:54:35,13.068837,80.267663,2846,17,Thursday
cas_pcw,2022-06-02,17:56:49,13.070954,80.265193,2846,0,Thursday
cas_pcw,2022-06-02,18:53:08,12.861713,80.073219,805,47,Thursday
cas_pcw,2022-06-03,07:01:55,12.509762,79.884793,805,9,Friday
cas_pcw,2022-06-03,07:13:51,13.072682,80.260275,2846,29,Friday
cas_pcw,2022-06-03,07:19:32,13.063512,80.274067,2846,13,Friday
cas_pcw,2022-06-03,07:25:44,13.05305,80.271983,2846,10,Friday
cas_pcw,2022-06-03,07:36:27,12.685824,79.983477,805,37,Friday
cas_pcw,2022-06-03,07:38:23,12.690588,79.980614,805,14,Friday
cas_pcw,2022-06-03,07:45:56,12.699661,79.968404,805,19,Friday
cas_pcw,2022-06-03,08:03:14,12.795126,80.020096,805,55,Friday
cas_pcw,2022-06-03,08:21:51,12.877691,80.084396,805,37,Friday
cas_pcw,2022-06-03,08:22:52,12.877057,80.084545,805,8,Friday
cas_pcw,2022-06-03,17:20:59,12.72413,79.982061,805,0,Friday
cas_pcw,2022-06-03,17:32:30,12.70421,79.972828,805,58,Friday
cas_pcw,2022-06-03,17:38:13,12.694,79.978988,805,0,Friday
cas_pcw,2022-06-03,17:41:29,12.687424,79.982989,805,18,Friday
cas_pcw,2022-06-03,17:42:16,12.685738,79.983471,805,27,Friday
cas_pcw,2022-06-03,18:07:25,13.068214,80.270411,2846,22,Friday
cas_pcw,2022-06-03,18:09:21,13.066032,80.273773,2846,15,Friday
cas_pcw,2022-06-03,18:11:47,13.060968,80.274348,2846,0,Friday
cas_pcw,2022-06-03,18:12:33,13.059198,80.274276,2846,0,Friday
cas_pcw,2022-06-03,18:12:45,13.058988,80.274249,2846,1,Friday
cas_pcw,2022-06-03,18:13:00,13.058502,80.274151,2846,15,Friday
cas_pcw,2022-06-03,18:16:54,13.053038,80.272347,2846,10,Friday
cas_pcw,2022-06-03,18:17:05,13.053101,80.272036,2846,13,Friday
cas_pcw,2022-06-03,18:17:19,13.053197,80.271434,2846,0,Friday
cas_pcw,2022-06-03,18:17:36,13.053235,80.271135,2846,19,Friday
cas_pcw,2022-06-03,18:17:45,13.053282,80.27068,2846,7,Friday
cas_pcw,2022-06-03,18:19:34,13.053422,80.269115,2846,8,Friday
cas_pcw,2022-06-03,18:32:33,13.039618,80.247158,2846,13,Friday
cas_pcw,2022-06-03,18:36:13,13.033984,80.244694,2846,13,Friday
cas_pcw,2022-06-03,18:56:01,13.007769,80.207632,2846,33,Friday
cas_pcw,2022-06-03,19:18:05,12.977384,80.159361,2846,0,Friday
cas_pcw,2022-06-03,19:51:10,12.909021,80.098886,2846,8,Friday
cas_pcw,2022-06-03,20:03:42,12.876196,80.084086,2846,28,Friday
cas_pcw,2022-06-04,11:03:22,12.874286,80.08428,2846,0,Saturday
cas_pcw,2022-06-04,17:44:27,12.942122,80.137983,2846,23,Saturday
cas_pcw,2022-06-04,18:00:41,12.949718,80.140031,2846,8,Saturday
cas_pcw,2022-06-04,18:09:09,12.937699,80.135,2846,23,Saturday
cas_pcw,2022-06-04,18:11:42,12.933665,80.129261,2846,19,Saturday
cas_pcw,2022-06-04,18:14:13,12.927228,80.126711,2846,12,Saturday
cas_pcw,2022-06-04,18:22:21,12.909143,80.09904,2846,8,Saturday
cas_pcw,2022-06-06,07:05:14,13.065218,80.247813,2846,0,Monday
cas_pcw,2022-06-06,07:22:08,13.052873,80.273629,2846,13,Monday
cas_pcw,2022-06-06,07:22:25,13.05289,80.273169,2846,15,Monday
cas_pcw,2022-06-06,07:22:29,12.628718,79.930495,805,53,Monday
cas_pcw,2022-06-06,07:23:12,13.05317,80.270664,2846,18,Monday
cas_pcw,2022-06-06,07:23:36,13.053288,80.269623,2846,18,Monday
cas_pcw,2022-06-06,07:24:02,13.053411,80.268849,2846,0,Monday
cas_pcw,2022-06-06,07:36:52,12.679914,79.98081,805,13,Monday
cas_pcw,2022-06-06,07:38:06,12.683662,79.983067,805,0,Monday
cas_pcw,2022-06-06,07:40:47,12.692714,79.979629,805,43,Monday
cas_pcw,2022-06-06,07:42:57,13.020449,80.225198,2846,36,Monday
cas_pcw,2022-06-06,07:48:26,12.965344,80.1915,3143,14,Monday
cas_pcw,2022-06-06,07:52:34,12.957879,80.187071,3143,27,Monday
cas_pcw,2022-06-06,07:56:57,12.76085,80.003378,805,18,Monday
cas_pcw,2022-06-06,07:59:40,12.940021,80.182755,3143,24,Monday
cas_pcw,2022-06-06,08:00:57,12.937566,80.182297,3143,19,Monday
cas_pcw,2022-06-06,08:01:00,12.937566,80.182297,3143,19,Monday
cas_pcw,2022-06-06,08:21:13,12.877452,80.084734,805,12,Monday
cas_pcw,2022-06-06,08:21:58,12.875828,80.083844,805,17,Monday
cas_pcw,2022-06-06,13:13:18,12.875707,80.083001,805,6,Monday
cas_pcw,2022-06-06,13:14:09,12.876118,80.083334,805,10,Monday
cas_pcw,2022-06-06,13:14:48,12.875548,80.084468,805,20,Monday
cas_pcw,2022-06-06,13:17:55,12.8754,80.084691,2846,6,Monday
cas_pcw,2022-06-06,15:44:17,12.873944,80.084847,2846,0,Monday
cas_pcw,2022-06-06,15:44:45,12.874656,80.084418,2846,12,Monday
cas_pcw,2022-06-06,15:44:54,12.874989,80.084622,2846,14,Monday
cas_pcw,2022-06-06,17:06:02,12.738418,79.988674,805,58,Monday
cas_pcw,2022-06-06,17:12:01,12.702341,79.970464,805,58,Monday
cas_pcw,2022-06-06,17:12:11,12.700526,79.969038,805,49,Monday
cas_pcw,2022-06-06,17:40:07,13.057434,80.257713,2846,5,Monday
cas_pcw,2022-06-06,17:43:21,13.053828,80.264857,2846,35,Monday
cas_pcw,2022-06-06,17:43:59,13.053698,80.266259,2846,33,Monday
cas_pcw,2022-06-06,17:44:09,13.053698,80.266259,2846,33,Monday
cas_pcw,2022-06-06,17:45:44,13.053354,80.270354,2846,15,Monday
cas_pcw,2022-06-06,17:47:09,13.053119,80.272172,2846,5,Monday
cas_pcw,2022-06-06,17:48:51,13.055147,80.273756,2846,2,Monday
cas_pcw,2022-06-06,17:48:59,13.056124,80.273803,2846,0,Monday
cas_pcw,2022-06-06,17:49:08,12.546286,79.9055,805,57,Monday
cas_pcw,2022-06-06,17:49:11,13.056124,80.273803,2846,0,Monday
cas_pcw,2022-06-06,17:49:28,13.056207,80.273796,2846,3,Monday
cas_pcw,2022-06-06,17:49:36,13.056207,80.273796,2846,3,Monday
cas_pcw,2022-06-06,17:49:44,13.056475,80.273835,2846,4,Monday
cas_pcw,2022-06-06,17:50:42,13.059285,80.274176,2846,7,Monday
cas_pcw,2022-06-06,17:51:54,13.062161,80.274226,2846,20,Monday
cas_pcw,2022-06-06,17:52:28,13.062754,80.274141,2846,22,Monday
cas_pcw,2022-06-06,17:56:44,13.066447,80.268488,2846,0,Monday
cas_pcw,2022-06-06,17:56:50,13.066447,80.268488,2846,0,Monday
cas_pcw,2022-06-06,17:57:03,13.066486,80.268485,2846,2,Monday
cas_pcw,2022-06-06,18:06:36,13.067799,80.252297,2846,33,Monday
cas_pcw,2022-06-06,18:30:19,12.70393,79.972279,805,58,Monday
cas_pcw,2022-06-07,06:47:05,12.538237,79.903923,805,58,Tuesday
cas_pcw,2022-06-07,07:07:54,12.537824,79.903523,805,52,Tuesday
cas_pcw,2022-06-07,07:12:26,13.072338,80.263621,2846,27,Tuesday
cas_pcw,2022-06-07,07:16:28,13.066896,80.273646,2846,24,Tuesday
cas_pcw,2022-06-07,07:19:01,13.060376,80.274307,2846,23,Tuesday
cas_pcw,2022-06-07,07:19:54,13.058254,80.274102,2846,24,Tuesday
cas_pcw,2022-06-07,07:20:07,12.625618,79.929174,805,51,Tuesday
cas_pcw,2022-06-07,07:20:11,13.057252,80.273949,2846,17,Tuesday
cas_pcw,2022-06-07,07:21:32,13.055058,80.273786,2846,20,Tuesday
cas_pcw,2022-06-07,07:22:20,13.052928,80.273358,2846,20,Tuesday
cas_pcw,2022-06-07,07:22:31,13.052992,80.272732,2846,16,Tuesday
cas_pcw,2022-06-07,07:23:02,13.053108,80.271839,2846,11,Tuesday
cas_pcw,2022-06-07,07:23:09,13.053131,80.271488,2846,21,Tuesday
cas_pcw,2022-06-07,07:23:14,13.053131,80.271488,2846,21,Tuesday
cas_pcw,2022-06-07,07:23:46,13.053284,80.269671,2846,16,Tuesday
cas_pcw,2022-06-07,07:25:16,13.053569,80.26731,2846,15,Tuesday
cas_pcw,2022-06-07,17:09:40,12.933074,80.181794,2846,14,Tuesday
cas_pcw,2022-06-07,17:16:29,12.9512,80.185876,2846,9,Tuesday
cas_pcw,2022-06-07,17:17:43,12.955127,80.186705,2846,16,Tuesday
cas_pcw,2022-06-07,17:21:33,12.96096,80.187209,2846,0,Tuesday
cas_pcw,2022-06-07,17:25:00,12.965042,80.193199,2846,11,Tuesday
cas_pcw,2022-06-07,17:26:09,12.964651,80.19601,2846,10,Tuesday
cas_pcw,2022-06-07,17:26:59,12.96479,80.197326,2846,30,Tuesday
cas_pcw,2022-06-07,17:27:17,13.04786,80.248901,805,30,Tuesday
cas_pcw,2022-06-07,17:28:31,12.965335,80.201343,2846,24,Tuesday
cas_pcw,2022-06-07,17:36:57,12.978324,80.224858,2846,26,Tuesday
cas_pcw,2022-06-07,17:37:45,13.053352,80.270089,805,18,Tuesday
cas_pcw,2022-06-07,17:37:59,13.053336,80.270394,805,3,Tuesday
cas_pcw,2022-06-07,17:39:12,13.053199,80.271764,805,0,Tuesday
cas_pcw,2022-06-07,17:39:55,13.05299,80.272767,805,2,Tuesday
cas_pcw,2022-06-07,17:41:26,13.05499,80.273664,805,11,Tuesday
cas_pcw,2022-06-07,17:43:21,13.05929,80.274164,805,11,Tuesday
cas_pcw,2022-06-07,17:44:46,13.062399,80.274156,805,10,Tuesday
cas_pcw,2022-06-07,17:46:27,13.064877,80.273784,805,7,Tuesday
cas_pcw,2022-06-07,17:50:45,13.068374,80.269071,805,19,Tuesday
cas_pcw,2022-06-07,17:51:02,13.068502,80.268533,805,14,Tuesday
cas_pcw,2022-06-08,06:57:24,12.953443,80.164217,2846,0,Wednesday
cas_pcw,2022-06-08,06:59:15,13.075144,80.216922,3143,23,Wednesday
cas_pcw,2022-06-08,07:10:28,12.979208,80.226503,2846,40,Wednesday
cas_pcw,2022-06-08,07:11:53,13.07332,80.261115,805,9,Wednesday
cas_pcw,2022-06-08,07:22:50,13.052942,80.273016,805,22,Wednesday
cas_pcw,2022-06-08,07:22:55,13.052942,80.273016,805,22,Wednesday
cas_pcw,2022-06-08,07:24:02,13.053338,80.269662,805,21,Wednesday
cas_pcw,2022-06-08,07:25:17,13.053545,80.267333,805,17,Wednesday
cas_pcw,2022-06-08,07:45:05,12.964781,80.196276,2846,8,Wednesday
cas_pcw,2022-06-08,07:51:21,12.956679,80.187098,2846,25,Wednesday
cas_pcw,2022-06-08,07:53:57,12.948754,80.185208,2846,17,Wednesday
cas_pcw,2022-06-08,07:54:05,12.948182,80.18506,2846,28,Wednesday
cas_pcw,2022-06-08,07:58:36,12.940891,80.182849,2846,19,Wednesday
cas_pcw,2022-06-08,07:58:46,13.08839,80.174349,3143,16,Wednesday
cas_pcw,2022-06-08,08:01:17,12.966758,80.148967,805,13,Wednesday
cas_pcw,2022-06-08,08:20:32,12.922605,80.133882,2846,29,Wednesday
cas_pcw,2022-06-08,16:42:54,12.924116,80.115007,2846,10,Wednesday
cas_pcw,2022-06-08,16:46:46,12.922786,80.129838,2846,25,Wednesday
cas_pcw,2022-06-08,17:15:19,12.963434,80.187627,2846,10,Wednesday
cas_pcw,2022-06-08,17:15:49,12.964133,80.187838,2846,14,Wednesday
cas_pcw,2022-06-08,17:22:07,12.965859,80.201948,2846,22,Wednesday
cas_pcw,2022-06-08,17:35:07,13.057644,80.257645,805,10,Wednesday
cas_pcw,2022-06-08,17:35:18,13.057644,80.257645,805,10,Wednesday
cas_pcw,2022-06-08,17:36:03,13.056107,80.257758,805,24,Wednesday
cas_pcw,2022-06-08,17:37:55,12.97663,80.222429,2846,37,Wednesday
cas_pcw,2022-06-08,17:39:55,13.053446,80.268929,805,0,Wednesday
cas_pcw,2022-06-08,17:40:29,13.053412,80.269407,805,13,Wednesday
cas_pcw,2022-06-08,17:44:10,13.057457,80.273957,805,18,Wednesday
cas_pcw,2022-06-08,17:46:12,13.06132,80.274339,805,28,Wednesday
cas_pcw,2022-06-08,17:47:18,13.064368,80.273996,805,12,Wednesday
cas_pcw,2022-06-08,17:51:57,13.068613,80.268182,805,15,Wednesday
cas_pcw,2022-06-09,07:00:25,12.875621,80.082901,2846,0,Thursday
cas_pcw,2022-06-09,07:15:06,13.06374,80.250854,805,0,Thursday
cas_pcw,2022-06-09,07:17:53,13.063773,80.250792,805,0,Thursday
cas_pcw,2022-06-09,07:19:18,13.063791,80.250802,805,0,Thursday
cas_pcw,2022-06-09,07:20:10,13.063791,80.250802,805,0,Thursday
cas_pcw,2022-06-09,07:21:32,13.0638,80.250779,805,0,Thursday
cas_pcw,2022-06-09,07:23:58,13.063816,80.250776,805,0,Thursday
cas_pcw,2022-06-09,07:24:30,13.063816,80.250776,805,0,Thursday
cas_pcw,2022-06-09,07:24:37,13.063816,80.250776,805,0,Thursday
cas_pcw,2022-06-09,07:27:21,12.875642,80.082863,2846,0,Thursday
cas_pcw,2022-06-09,07:32:43,13.169852,80.239483,1995,0,Thursday
cas_pcw,2022-06-09,07:43:27,13.063776,80.250729,805,0,Thursday
cas_pcw,2022-06-09,07:46:13,12.875617,80.08289,2846,0,Thursday
cas_pcw,2022-06-09,07:53:14,12.875578,80.082951,2846,0,Thursday
cas_pcw,2022-06-09,08:41:10,12.922535,80.147754,2846,0,Thursday
cas_pcw,2022-06-09,16:44:54,12.908931,80.09823,2846,12,Thursday
cas_pcw,2022-06-09,17:02:39,12.922693,80.147729,2846,3,Thursday
cas_pcw,2022-06-09,17:02:47,12.92266,80.14852,2846,33,Thursday
cas_pcw,2022-06-09,17:17:13,13.013921,80.223196,805,40,Thursday
cas_pcw,2022-06-09,17:20:33,12.939488,80.182468,2846,0,Thursday
cas_pcw,2022-06-09,17:33:39,12.96559,80.190533,2846,28,Thursday
cas_pcw,2022-06-09,17:34:18,12.965274,80.19202,2846,22,Thursday
cas_pcw,2022-06-09,17:35:45,12.964757,80.196107,2846,12,Thursday
cas_pcw,2022-06-09,17:36:20,12.964822,80.196675,2846,9,Thursday
cas_pcw,2022-06-09,17:36:56,13.057633,80.25764,805,12,Thursday
cas_pcw,2022-06-09,17:38:07,13.054531,80.257919,805,8,Thursday
cas_pcw,2022-06-09,17:38:32,12.96581,80.20342,2846,25,Thursday
cas_pcw,2022-06-09,17:40:04,13.05377,80.265348,805,43,Thursday
cas_pcw,2022-06-09,17:43:15,13.05325,80.271495,805,4,Thursday
cas_pcw,2022-06-09,17:43:23,13.05325,80.271495,805,4,Thursday
cas_pcw,2022-06-09,17:43:36,12.973465,80.219829,2846,48,Thursday
cas_pcw,2022-06-09,17:44:39,13.053065,80.27247,805,13,Thursday
cas_pcw,2022-06-09,17:45:29,13.054376,80.273763,805,23,Thursday
cas_pcw,2022-06-09,17:46:34,13.056258,80.273847,805,8,Thursday
cas_pcw,2022-06-09,17:47:10,13.056754,80.273898,805,14,Thursday
cas_pcw,2022-06-09,17:48:24,13.059113,80.274137,805,19,Thursday
cas_pcw,2022-06-09,17:50:33,13.062228,80.274258,805,0,Thursday
cas_pcw,2022-06-09,17:50:49,13.062397,80.274224,805,6,Thursday
cas_pcw,2022-06-09,17:55:10,13.066701,80.268436,805,8,Thursday
cas_pcw,2022-06-09,17:56:01,13.068392,80.268858,805,27,Thursday
cas_pcw,2022-06-09,17:56:09,13.068685,80.267948,805,22,Thursday
cas_pcw,2022-06-09,18:01:36,12.948541,80.208616,2846,32,Thursday
cas_pcw,2022-06-09,18:05:13,13.06526,80.247832,805,28,Thursday
cas_pcw,2022-06-10,06:42:31,12.877912,80.08357,2846,36,Friday
cas_pcw,2022-06-10,07:07:49,13.063747,80.250832,805,0,Friday
cas_pcw,2022-06-10,07:09:35,13.06376,80.250839,805,0,Friday
cas_pcw,2022-06-10,07:15:12,13.063186,80.247617,805,28,Friday
cas_pcw,2022-06-10,07:20:21,13.068632,80.255885,805,33,Friday
cas_pcw,2022-06-10,07:21:40,13.070564,80.257981,805,28,Friday
cas_pcw,2022-06-10,07:22:23,13.068632,80.255885,805,33,Friday
cas_pcw,2022-06-10,07:22:42,13.07143,80.25895,805,18,Friday
cas_pcw,2022-06-10,07:23:07,13.069647,80.257007,805,26,Friday
cas_pcw,2022-06-10,07:24:19,13.070564,80.257981,805,28,Friday
cas_pcw,2022-06-10,07:25:06,13.07143,80.25895,805,18,Friday
cas_pcw,2022-06-10,07:27:09,13.071166,80.265116,805,0,Friday
cas_pcw,2022-06-10,07:54:17,12.980417,80.228272,2846,0,Friday
cas_pcw,2022-06-10,15:13:18,12.875801,80.083757,2846,9,Friday
cas_pcw,2022-06-10,16:31:26,12.875814,80.083731,805,0,Friday
cas_pcw,2022-06-10,16:54:42,12.922851,80.129839,2846,17,Friday
cas_pcw,2022-06-10,16:54:59,12.92277,80.131968,2846,35,Friday
cas_pcw,2022-06-10,17:12:01,12.929199,80.181847,2846,9,Friday
cas_pcw,2022-06-10,17:13:07,12.932042,80.181606,2846,17,Friday
cas_pcw,2022-06-10,17:14:38,12.937055,80.182158,2846,14,Friday
cas_pcw,2022-06-10,17:15:27,12.939409,80.1824,2846,7,Friday
cas_pcw,2022-06-10,17:22:40,12.956348,80.186845,2846,13,Friday
cas_pcw,2022-06-10,17:25:11,12.962495,80.187451,2846,18,Friday
cas_pcw,2022-06-10,17:35:32,12.964996,80.20895,2846,30,Friday
cas_pcw,2022-06-10,18:06:01,13.068731,80.267872,805,0,Friday
cas_pcw,2022-06-10,18:06:22,13.068799,80.267641,805,19,Friday
cas_pcw,2022-06-11,07:07:21,13.063306,80.247665,805,25,Saturday
cas_pcw,2022-06-11,07:22:38,13.059606,80.265636,805,15,Saturday
cas_pcw,2022-06-11,07:26:13,13.052224,80.263844,805,0,Saturday
cas_pcw,2022-06-11,07:28:38,12.979611,80.227026,2846,0,Saturday
cas_pcw,2022-06-11,07:44:25,12.964772,80.197242,2846,17,Saturday
cas_pcw,2022-06-11,07:45:09,12.964775,80.196337,2846,0,Saturday
cas_pcw,2022-06-11,07:49:02,12.964292,80.187992,2846,26,Saturday
cas_pcw,2022-06-11,08:00:58,12.93915,80.18253,2846,11,Saturday
cas_pcw,2022-06-11,08:08:13,12.973475,80.153402,805,40,Saturday
cas_pcw,2022-06-11,09:21:29,12.876152,80.083209,805,0,Saturday
cas_pcw,2022-06-11,09:21:34,12.875882,80.083695,805,23,Saturday
cas_pcw,2022-06-11,15:34:00,12.875328,80.0847,2846,0,Saturday
cas_pcw,2022-06-11,15:47:56,12.873921,80.084804,805,4,Saturday
cas_pcw,2022-06-11,15:48:12,12.874403,80.084298,805,6,Saturday
cas_pcw,2022-06-11,15:48:21,12.874615,80.084408,805,18,Saturday
cas_pcw,2022-06-11,15:48:30,12.875004,80.084621,805,15,Saturday
cas_pcw,2022-06-11,15:48:35,12.875004,80.084621,805,15,Saturday
cas_pcw,2022-06-11,16:32:49,12.877136,80.084572,2846,7,Saturday
cas_pcw,2022-06-11,17:39:29,13.026126,80.265736,805,14,Saturday
cas_pcw,2022-06-11,17:44:01,13.031213,80.266836,805,0,Saturday
cas_pcw,2022-06-11,17:49:47,13.039192,80.267673,805,11,Saturday
cas_pcw,2022-06-11,17:50:55,13.040107,80.267904,805,11,Saturday
cas_pcw,2022-06-11,17:51:22,13.042992,80.267732,805,33,Saturday
cas_pcw,2022-06-11,17:52:47,13.048093,80.2659,805,7,Saturday
cas_pcw,2022-06-11,17:54:49,13.05192,80.263806,805,0,Saturday
cas_pcw,2022-06-11,18:10:21,13.070562,80.258124,805,37,Saturday
cas_pcw,2022-06-11,18:15:17,13.064395,80.248194,805,21,Saturday
cas_pcw,2022-06-13,07:27:06,13.051022,80.264102,805,29,Monday
cas_pcw,2022-06-13,07:32:13,13.039148,80.267707,805,13,Monday
cas_pcw,2022-06-13,07:33:01,13.038147,80.267654,805,19,Monday
cas_pcw,2022-06-13,07:34:33,13.032329,80.267385,805,16,Monday
cas_pcw,2022-06-13,07:34:38,13.0313,80.266927,805,20,Monday
cas_pcw,2022-06-13,07:41:35,12.67844,79.979914,2846,19,Monday
cas_pcw,2022-06-13,07:42:55,13.013919,80.25928,805,61,Monday
cas_pcw,2022-06-13,07:43:31,13.007377,80.259341,805,7,Monday
cas_pcw,2022-06-13,07:47:49,12.690774,79.980684,2846,11,Monday
cas_pcw,2022-06-14,17:13:54,12.697223,79.973069,2846,14,Tuesday
cas_pcw,2022-06-14,17:18:08,12.695844,79.977678,2846,27,Tuesday
cas_pcw,2022-06-14,17:34:01,13.023454,80.263979,805,15,Tuesday
cas_pcw,2022-06-14,17:57:35,13.053453,80.269254,805,12,Tuesday
cas_pcw,2022-06-14,17:58:25,13.053316,80.271051,805,0,Tuesday
cas_pcw,2022-06-14,17:59:22,12.510307,79.884985,2846,8,Tuesday
cas_pcw,2022-06-14,18:16:33,13.069519,80.266635,805,20,Tuesday
cas_pcw,2022-06-14,18:17:04,13.070955,80.265183,805,0,Tuesday
cas_pcw,2022-06-15,07:17:56,13.065878,80.273578,805,11,Wednesday
cas_pcw,2022-06-15,07:19:11,13.065878,80.273578,805,11,Wednesday
cas_pcw,2022-06-15,07:21:46,13.053124,80.271742,805,6,Wednesday
cas_pcw,2022-06-15,07:21:51,13.053153,80.271344,805,16,Wednesday
cas_pcw,2022-06-15,07:24:47,13.053677,80.265375,805,15,Wednesday
cas_pcw,2022-06-15,07:31:28,13.036304,80.26784,805,15,Wednesday
cas_pcw,2022-06-15,07:34:15,12.668127,79.972979,2846,37,Wednesday
cas_pcw,2022-06-15,07:35:16,12.668127,79.972979,2846,37,Wednesday
cas_pcw,2022-06-15,08:24:37,12.879302,80.080013,2846,7,Wednesday
cas_pcw,2022-06-15,11:37:39,12.875854,80.08373,5339,9,Wednesday
cas_pcw,2022-06-15,14:57:38,12.875688,80.082836,2846,0,Wednesday
cas_pcw,2022-06-15,14:59:08,12.875688,80.082836,2846,0,Wednesday
cas_pcw,2022-06-15,14:59:23,12.875902,80.08385,2846,7,Wednesday
cas_pcw,2022-06-15,16:42:56,12.844272,80.060175,2846,18,Wednesday
cas_pcw,2022-06-15,17:09:32,12.699658,79.968824,2846,11,Wednesday
cas_pcw,2022-06-15,17:10:38,12.697874,79.971043,2846,16,Wednesday
cas_pcw,2022-06-15,17:15:55,12.692552,79.979771,2846,5,Wednesday
cas_pcw,2022-06-15,17:19:56,13.025971,80.230938,5339,13,Wednesday
cas_pcw,2022-06-15,17:27:59,13.019885,80.262239,805,5,Wednesday
cas_pcw,2022-06-15,17:29:27,13.040714,80.247145,5339,19,Wednesday
cas_pcw,2022-06-15,17:34:04,13.029971,80.266548,805,9,Wednesday
cas_pcw,2022-06-15,17:34:49,13.057015,80.257765,5339,23,Wednesday
cas_pcw,2022-06-15,17:35:03,13.03192,80.267088,805,30,Wednesday
cas_pcw,2022-06-15,17:36:35,13.036417,80.267659,805,18,Wednesday
