Alert,Date,Time,Lat,Long,Vehicle,Speed,Weekday
cas_hmw,2022-06-01,17:48:53,12.514417,79.888285,805,17,Wednesday
cas_hmw,2022-06-01,17:53:23,12.504652,79.879036,805,52,Wednesday
cas_hmw,2022-06-01,18:03:05,12.543968,79.904934,805,59,Wednesday
cas_hmw,2022-06-01,18:05:50,12.56422,79.913604,805,58,Wednesday
cas_hmw,2022-06-01,18:07:56,12.582019,79.91889,805,57,Wednesday
cas_hmw,2022-06-01,18:09:51,12.598005,79.919608,805,58,Wednesday
cas_hmw,2022-06-01,18:13:12,12.626989,79.929758,805,58,Wednesday
cas_hmw,2022-06-01,18:16:47,12.653768,79.94006,805,57,Wednesday
cas_hmw,2022-06-01,18:16:53,12.653768,79.94006,805,57,Wednesday
cas_hmw,2022-06-01,18:16:59,12.65608,79.940253,805,57,Wednesday
cas_hmw,2022-06-01,18:25:24,12.704158,79.97259,805,58,Wednesday
cas_hmw,2022-06-01,18:33:47,12.76198,80.003668,805,34,Wednesday
cas_hmw,2022-06-01,18:34:07,12.762815,80.00389,805,19,Wednesday
cas_hmw,2022-06-01,18:34:19,12.762815,80.00389,805,19,Wednesday
cas_hmw,2022-06-01,18:34:24,12.763836,80.00433,805,39,Wednesday
cas_hmw,2022-06-01,18:37:45,12.782543,80.012796,805,56,Wednesday
cas_hmw,2022-06-01,18:37:53,12.784551,80.013691,805,51,Wednesday
cas_hmw,2022-06-01,18:38:33,12.787064,80.015089,805,33,Wednesday
cas_hmw,2022-06-01,18:38:59,12.789516,80.016524,805,34,Wednesday
cas_hmw,2022-06-01,18:40:54,12.79803,80.022045,805,61,Wednesday
cas_hmw,2022-06-01,18:45:54,12.83092,80.04594,805,13,Wednesday
cas_hmw,2022-06-01,18:46:01,12.83092,80.04594,805,13,Wednesday
cas_hmw,2022-06-01,18:48:12,12.840076,80.055555,805,26,Wednesday
cas_hmw,2022-06-01,18:49:52,12.843754,80.059473,805,0,Wednesday
cas_hmw,2022-06-01,18:53:59,12.857884,80.070514,805,54,Wednesday
cas_hmw,2022-06-01,18:54:00,12.857884,80.070514,805,54,Wednesday
cas_hmw,2022-06-01,18:54:39,12.860663,80.072513,805,33,Wednesday
cas_hmw,2022-06-01,18:55:46,12.86669,80.075127,805,44,Wednesday
cas_hmw,2022-06-01,18:56:16,12.870037,80.076465,805,39,Wednesday
cas_hmw,2022-06-01,18:56:41,12.873356,80.077758,805,40,Wednesday
cas_hmw,2022-06-02,05:55:25,12.927967,80.119092,2846,26,Thursday
cas_hmw,2022-06-02,05:56:03,12.929972,80.121041,2846,15,Thursday
cas_hmw,2022-06-02,05:56:08,12.929972,80.121041,2846,15,Thursday
cas_hmw,2022-06-02,06:04:44,12.847218,80.062866,805,48,Thursday
cas_hmw,2022-06-02,06:15:06,12.774434,80.009326,805,58,Thursday
cas_hmw,2022-06-02,06:16:45,12.762931,80.004107,805,26,Thursday
cas_hmw,2022-06-02,06:16:47,12.762931,80.004107,805,26,Thursday
cas_hmw,2022-06-02,06:16:48,12.762931,80.004107,805,26,Thursday
cas_hmw,2022-06-02,06:18:37,13.008977,80.211592,2846,32,Thursday
cas_hmw,2022-06-02,06:23:30,13.027952,80.235308,2846,50,Thursday
cas_hmw,2022-06-02,06:24:25,12.71036,79.978174,805,28,Thursday
cas_hmw,2022-06-02,06:24:28,13.031689,80.240882,2846,39,Thursday
cas_hmw,2022-06-02,06:24:42,13.03251,80.24244,2846,31,Thursday
cas_hmw,2022-06-02,06:24:43,13.03251,80.24244,2846,31,Thursday
cas_hmw,2022-06-02,06:25:10,12.708217,79.976931,805,52,Thursday
cas_hmw,2022-06-02,06:25:16,13.033906,80.244356,2846,38,Thursday
cas_hmw,2022-06-02,06:27:00,13.039808,80.246977,2846,36,Thursday
cas_hmw,2022-06-02,06:27:27,12.691985,79.964027,805,58,Thursday
cas_hmw,2022-06-02,06:27:35,13.043725,80.247717,2846,42,Thursday
cas_hmw,2022-06-02,06:28:15,13.047013,80.248342,2846,41,Thursday
cas_hmw,2022-06-02,06:28:34,13.048501,80.24952,2846,26,Thursday
cas_hmw,2022-06-02,06:29:30,13.052857,80.25164,2846,48,Thursday
cas_hmw,2022-06-02,06:31:34,12.660604,79.960994,805,58,Thursday
cas_hmw,2022-06-02,06:32:06,12.657403,79.957753,805,57,Thursday
cas_hmw,2022-06-02,06:35:54,12.642998,79.938229,805,53,Thursday
cas_hmw,2022-06-02,06:36:41,12.63742,79.934799,805,44,Thursday
cas_hmw,2022-06-02,06:43:20,12.585734,79.919495,805,57,Thursday
cas_hmw,2022-06-02,07:06:33,12.519879,79.893293,805,59,Thursday
cas_hmw,2022-06-02,07:07:54,13.066447,80.245731,2846,33,Thursday
cas_hmw,2022-06-02,07:11:34,13.070818,80.25826,2846,38,Thursday
cas_hmw,2022-06-02,07:17:18,12.598522,79.919676,805,58,Thursday
cas_hmw,2022-06-02,07:21:44,12.630748,79.93135,805,34,Thursday
cas_hmw,2022-06-02,07:30:18,12.669737,79.974801,805,52,Thursday
cas_hmw,2022-06-02,07:31:01,12.671467,79.976023,805,35,Thursday
cas_hmw,2022-06-02,07:31:44,13.047175,80.248611,2846,43,Thursday
cas_hmw,2022-06-02,07:31:52,12.674845,79.977236,805,33,Thursday
cas_hmw,2022-06-02,07:32:43,13.045476,80.248232,2846,24,Thursday
cas_hmw,2022-06-02,07:33:02,13.043787,80.247896,2846,39,Thursday
cas_hmw,2022-06-02,07:33:20,13.041753,80.247491,2846,39,Thursday
cas_hmw,2022-06-02,07:34:41,13.038555,80.246894,2846,27,Thursday
cas_hmw,2022-06-02,07:36:58,13.033777,80.244326,2846,42,Thursday
cas_hmw,2022-06-02,07:38:44,13.030104,80.238219,2846,35,Thursday
cas_hmw,2022-06-02,07:39:15,13.027927,80.235419,2846,56,Thursday
cas_hmw,2022-06-02,07:43:12,13.014956,80.226016,2846,31,Thursday
cas_hmw,2022-06-02,07:44:44,12.702588,79.970568,805,56,Thursday
cas_hmw,2022-06-02,07:45:00,12.703888,79.97229,805,56,Thursday
cas_hmw,2022-06-02,07:45:53,13.01157,80.222912,2846,26,Thursday
cas_hmw,2022-06-02,07:46:12,13.012153,80.221208,2846,26,Thursday
cas_hmw,2022-06-02,07:49:32,13.004304,80.201143,2846,43,Thursday
cas_hmw,2022-06-02,07:50:09,13.001893,80.199991,2846,37,Thursday
cas_hmw,2022-06-02,07:51:10,13.000761,80.195175,2846,40,Thursday
cas_hmw,2022-06-02,07:52:04,12.997672,80.191256,2846,53,Thursday
cas_hmw,2022-06-02,07:53:46,12.99265,80.183102,2846,45,Thursday
cas_hmw,2022-06-02,07:54:30,12.988661,80.177906,2846,41,Thursday
cas_hmw,2022-06-02,07:56:22,12.982844,80.16913,2846,46,Thursday
cas_hmw,2022-06-02,07:56:27,12.982844,80.16913,2846,46,Thursday
cas_hmw,2022-06-02,07:58:04,12.764601,80.004642,805,40,Thursday
cas_hmw,2022-06-02,07:58:15,12.979899,80.163054,2846,18,Thursday
cas_hmw,2022-06-02,08:01:13,12.967817,80.149427,2846,31,Thursday
cas_hmw,2022-06-02,08:03:44,12.960573,80.145556,2846,35,Thursday
cas_hmw,2022-06-02,08:05:27,12.955536,80.142927,2846,22,Thursday
cas_hmw,2022-06-02,08:05:37,12.954872,80.14255,2846,30,Thursday
cas_hmw,2022-06-02,08:05:41,12.954189,80.142173,2846,31,Thursday
cas_hmw,2022-06-02,08:05:43,12.954189,80.142173,2846,31,Thursday
cas_hmw,2022-06-02,08:06:13,12.952595,80.14122,2846,28,Thursday
cas_hmw,2022-06-02,08:06:41,12.821798,80.037833,805,37,Thursday
cas_hmw,2022-06-02,08:07:44,12.944338,80.134846,2846,51,Thursday
cas_hmw,2022-06-02,08:07:59,12.943392,80.134063,2846,41,Thursday
cas_hmw,2022-06-02,08:08:32,12.940865,80.131439,2846,38,Thursday
cas_hmw,2022-06-02,08:10:05,12.8417,80.057166,805,46,Thursday
cas_hmw,2022-06-02,08:10:24,12.843477,80.059036,805,36,Thursday
cas_hmw,2022-06-02,08:11:05,12.931454,80.122749,2846,29,Thursday
cas_hmw,2022-06-02,08:11:39,12.929155,80.120344,2846,53,Thursday
cas_hmw,2022-06-02,08:13:01,12.921514,80.11269,2846,48,Thursday
cas_hmw,2022-06-02,08:13:12,12.84756,80.062869,805,42,Thursday
cas_hmw,2022-06-02,08:13:27,12.849103,80.064011,805,48,Thursday
cas_hmw,2022-06-02,08:14:12,12.854708,80.068078,805,55,Thursday
cas_hmw,2022-06-02,08:14:31,12.856638,80.069524,805,53,Thursday
cas_hmw,2022-06-02,08:14:49,12.859229,80.07153,805,37,Thursday
cas_hmw,2022-06-02,08:15:34,12.912523,80.101516,2846,51,Thursday
cas_hmw,2022-06-02,08:18:22,12.901998,80.093002,2846,41,Thursday
cas_hmw,2022-06-02,08:18:25,12.87246,80.077362,805,46,Thursday
cas_hmw,2022-06-02,08:18:50,12.898856,80.090648,2846,50,Thursday
cas_hmw,2022-06-02,08:19:06,12.875736,80.078644,805,44,Thursday
cas_hmw,2022-06-02,08:20:30,12.891148,80.085098,2846,56,Thursday
cas_hmw,2022-06-02,08:20:55,12.888983,80.084178,2846,50,Thursday
cas_hmw,2022-06-02,08:21:38,12.878204,80.082948,805,40,Thursday
cas_hmw,2022-06-02,08:21:48,12.878204,80.082948,805,40,Thursday
cas_hmw,2022-06-02,09:23:28,12.879598,80.080102,5339,26,Thursday
cas_hmw,2022-06-02,09:23:29,12.879598,80.080102,5339,26,Thursday
cas_hmw,2022-06-02,09:23:29,12.879598,80.080102,5339,26,Thursday
cas_hmw,2022-06-02,09:23:32,12.879598,80.080102,5339,26,Thursday
cas_hmw,2022-06-02,09:23:37,12.879598,80.080102,5339,26,Thursday
cas_hmw,2022-06-02,09:23:38,12.880265,80.080372,5339,24,Thursday
cas_hmw,2022-06-02,09:48:57,13.040612,80.086286,5339,43,Thursday
cas_hmw,2022-06-02,09:49:55,13.043992,80.085355,5339,51,Thursday
cas_hmw,2022-06-02,09:49:56,13.043992,80.085355,5339,51,Thursday
cas_hmw,2022-06-02,16:31:41,12.877757,80.083942,805,34,Thursday
cas_hmw,2022-06-02,16:31:41,12.878155,80.082797,805,57,Thursday
cas_hmw,2022-06-02,16:34:27,12.879365,80.079999,2846,14,Thursday
cas_hmw,2022-06-02,16:34:28,12.879365,80.079999,2846,14,Thursday
cas_hmw,2022-06-02,16:34:37,12.866327,80.075213,805,22,Thursday
cas_hmw,2022-06-02,16:35:28,12.864778,80.074633,805,39,Thursday
cas_hmw,2022-06-02,16:36:08,12.862839,80.07389,805,40,Thursday
cas_hmw,2022-06-02,16:36:08,12.862839,80.07389,805,40,Thursday
cas_hmw,2022-06-02,16:36:14,12.861844,80.07345,805,46,Thursday
cas_hmw,2022-06-02,16:36:19,12.861844,80.07345,805,46,Thursday
cas_hmw,2022-06-02,16:36:22,12.860419,80.072637,805,8,Thursday
cas_hmw,2022-06-02,16:36:32,12.860256,80.072542,805,0,Thursday
cas_hmw,2022-06-02,16:36:35,12.860256,80.072542,805,0,Thursday
cas_hmw,2022-06-02,16:36:49,12.8597,80.07213,805,24,Thursday
cas_hmw,2022-06-02,16:36:59,12.858147,80.070966,805,43,Thursday
cas_hmw,2022-06-02,16:37:04,12.856496,80.069688,805,40,Thursday
cas_hmw,2022-06-02,16:37:10,12.894458,80.087172,2846,57,Thursday
cas_hmw,2022-06-02,16:37:43,12.852223,80.066504,805,58,Thursday
cas_hmw,2022-06-02,16:41:23,12.841198,80.057023,805,53,Thursday
cas_hmw,2022-06-02,16:41:38,12.840329,80.056045,805,48,Thursday
cas_hmw,2022-06-02,16:43:15,12.835469,80.050982,805,57,Thursday
cas_hmw,2022-06-02,16:44:41,12.83244,80.047759,805,58,Thursday
cas_hmw,2022-06-02,16:44:41,12.83244,80.047759,805,58,Thursday
cas_hmw,2022-06-02,16:45:14,12.829417,80.044537,805,58,Thursday
cas_hmw,2022-06-02,16:45:26,12.828406,80.043498,805,54,Thursday
cas_hmw,2022-06-02,16:47:21,12.926247,80.117359,2846,4,Thursday
cas_hmw,2022-06-02,16:47:26,12.926336,80.117448,2846,12,Thursday
cas_hmw,2022-06-02,16:48:36,12.799092,80.022863,805,30,Thursday
cas_hmw,2022-06-02,16:49:13,12.794756,80.020023,805,58,Thursday
cas_hmw,2022-06-02,16:52:01,12.945341,80.13554,2846,56,Thursday
cas_hmw,2022-06-02,16:52:28,12.773309,80.008812,805,50,Thursday
cas_hmw,2022-06-02,16:52:38,12.77088,80.007704,805,36,Thursday
cas_hmw,2022-06-02,16:53:54,12.95187,80.140538,2846,50,Thursday
cas_hmw,2022-06-02,16:55:26,12.756846,80.002348,805,57,Thursday
cas_hmw,2022-06-02,16:55:41,12.957264,80.143684,2846,18,Thursday
cas_hmw,2022-06-02,16:57:59,12.965357,80.148042,2846,30,Thursday
cas_hmw,2022-06-02,16:58:14,12.965357,80.148042,2846,30,Thursday
cas_hmw,2022-06-02,16:58:36,12.743122,79.992531,805,0,Thursday
cas_hmw,2022-06-02,16:58:43,12.966102,80.148442,2846,33,Thursday
cas_hmw,2022-06-02,16:58:50,12.966102,80.148442,2846,33,Thursday
cas_hmw,2022-06-02,16:59:23,12.743122,79.992531,805,0,Thursday
cas_hmw,2022-06-02,16:59:58,12.975643,80.156426,2846,40,Thursday
cas_hmw,2022-06-02,17:00:32,12.977543,80.159315,2846,0,Thursday
cas_hmw,2022-06-02,17:02:15,12.722149,79.981501,805,38,Thursday
cas_hmw,2022-06-02,17:03:54,12.709195,79.977532,805,49,Thursday
cas_hmw,2022-06-02,17:05:00,12.702714,79.970937,805,58,Thursday
cas_hmw,2022-06-02,17:05:51,12.991624,80.181502,2846,46,Thursday
cas_hmw,2022-06-02,17:09:08,12.99811,80.19169,2846,36,Thursday
cas_hmw,2022-06-02,17:10:46,12.693917,79.979085,805,15,Thursday
cas_hmw,2022-06-02,17:10:48,12.692939,79.979533,805,26,Thursday
cas_hmw,2022-06-02,17:10:48,12.692939,79.979533,805,26,Thursday
cas_hmw,2022-06-02,17:10:56,12.692939,79.979533,805,26,Thursday
cas_hmw,2022-06-02,17:11:16,13.001967,80.19856,2846,50,Thursday
cas_hmw,2022-06-02,17:11:45,12.690267,79.98174,805,31,Thursday
cas_hmw,2022-06-02,17:11:59,13.003804,80.200898,2846,35,Thursday
cas_hmw,2022-06-02,17:12:07,13.003804,80.200898,2846,35,Thursday
cas_hmw,2022-06-02,17:12:08,13.003804,80.200898,2846,35,Thursday
cas_hmw,2022-06-02,17:14:22,13.007645,80.204986,2846,59,Thursday
cas_hmw,2022-06-02,17:15:21,13.010572,80.216359,2846,43,Thursday
cas_hmw,2022-06-02,17:15:27,13.010572,80.216359,2846,43,Thursday
cas_hmw,2022-06-02,17:15:40,13.011329,80.21811,2846,41,Thursday
cas_hmw,2022-06-02,17:15:49,13.011713,80.219094,2846,45,Thursday
cas_hmw,2022-06-02,17:18:36,13.018036,80.224705,2846,32,Thursday
cas_hmw,2022-06-02,17:19:03,12.674114,79.976813,805,24,Thursday
cas_hmw,2022-06-02,17:19:04,12.674114,79.976813,805,24,Thursday
cas_hmw,2022-06-02,17:19:36,13.021846,80.226027,2846,0,Thursday
cas_hmw,2022-06-02,17:19:38,13.021846,80.226027,2846,0,Thursday
cas_hmw,2022-06-02,17:19:48,13.022584,80.226644,2846,27,Thursday
cas_hmw,2022-06-02,17:20:01,12.670089,79.975392,805,32,Thursday
cas_hmw,2022-06-02,17:20:19,13.024941,80.229302,2846,38,Thursday
cas_hmw,2022-06-02,17:22:43,13.027232,80.23399,2846,46,Thursday
cas_hmw,2022-06-02,17:23:10,13.029163,80.236695,2846,44,Thursday
cas_hmw,2022-06-02,17:23:11,13.029163,80.236695,2846,44,Thursday
cas_hmw,2022-06-02,17:24:00,13.029163,80.236695,2846,44,Thursday
cas_hmw,2022-06-02,17:24:31,13.029163,80.236695,2846,44,Thursday
cas_hmw,2022-06-02,17:25:38,12.657907,79.943618,805,39,Thursday
cas_hmw,2022-06-02,17:31:03,13.039127,80.246799,2846,18,Thursday
cas_hmw,2022-06-02,17:31:27,13.041584,80.247299,2846,39,Thursday
cas_hmw,2022-06-02,17:31:30,13.041584,80.247299,2846,39,Thursday
cas_hmw,2022-06-02,17:31:30,13.041584,80.247299,2846,39,Thursday
cas_hmw,2022-06-02,17:31:53,13.043317,80.247668,2846,40,Thursday
cas_hmw,2022-06-02,17:32:09,13.045072,80.247997,2846,21,Thursday
cas_hmw,2022-06-02,17:32:42,13.04727,80.248475,2846,33,Thursday
cas_hmw,2022-06-02,17:33:49,13.051143,80.250028,2846,30,Thursday
cas_hmw,2022-06-02,17:34:56,13.054977,80.254496,2846,23,Thursday
cas_hmw,2022-06-02,17:34:59,13.054977,80.254496,2846,23,Thursday
cas_hmw,2022-06-02,17:37:07,13.056418,80.256653,2846,26,Thursday
cas_hmw,2022-06-02,17:37:09,13.056418,80.256653,2846,26,Thursday
cas_hmw,2022-06-02,17:37:10,13.056418,80.256653,2846,26,Thursday
cas_hmw,2022-06-02,17:37:12,13.056418,80.256653,2846,26,Thursday
cas_hmw,2022-06-02,17:37:22,13.056042,80.256074,2846,27,Thursday
cas_hmw,2022-06-02,17:37:30,13.055561,80.255502,2846,31,Thursday
